indice_tiempo,localidad,origen_pernoctes,pernoctes,observaciones
2024-10-01,Tucumán,Total,37926,Dato provisorio
2024-10-01,Tucumán,Residentes,35931,Dato provisorio
2024-10-01,Tucumán,No residentes,1995,Dato provisorio
2024-10-01,Ushuaia,Total,67947,Dato provisorio
2024-10-01,Ushuaia,Residentes,39165,Dato provisorio
2024-10-01,Ushuaia,No residentes,28782,Dato provisorio
2024-10-01,Valle de Uco,Total,8185,Dato provisorio
2024-10-01,Valle de Uco,Residentes,4060,Dato provisorio
2024-10-01,Valle de Uco,No residentes,4125,Dato provisorio
2024-10-01,Viedma,Total,3980,Dato provisorio
2024-10-01,Viedma,Residentes,3927,Dato provisorio
2024-10-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-10-01,Villa General Belgrano,Total,46509,Dato provisorio
2024-10-01,Villa General Belgrano,Residentes,45846,Dato provisorio
2024-10-01,Villa General Belgrano,No residentes,663,Dato provisorio
2024-10-01,Villa Gesell,Total,48381,Dato provisorio
2024-10-01,Villa Gesell,Residentes,48381,Dato provisorio
2024-10-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Bahía Blanca,Total,17616,Dato provisorio
2024-11-01,Bahía Blanca,Residentes,16893,Dato provisorio
2024-11-01,Bahía Blanca,No residentes,723,Dato provisorio
2024-11-01,Bariloche,Total,193202,Dato provisorio
2024-11-01,Bariloche,Residentes,132267,Dato provisorio
2024-11-01,Bariloche,No residentes,60935,Dato provisorio
2024-11-01,CABA,Total,874535,Dato provisorio
2024-11-01,CABA,Residentes,389627,Dato provisorio
2024-11-01,CABA,No residentes,484908,Dato provisorio
2024-11-01,Cafayate,Total,12026,Dato provisorio
2024-11-01,Cafayate,Residentes,9699,Dato provisorio
2024-11-01,Cafayate,No residentes,2327,Dato provisorio
2024-11-01,Calafate,Total,112890,Dato provisorio
2024-11-01,Calafate,Residentes,57468,Dato provisorio
2024-11-01,Calafate,No residentes,55422,Dato provisorio
2024-11-01,Carlos Paz,Total,116155,Dato provisorio
2024-11-01,Carlos Paz,Residentes,115613,Dato provisorio
2024-11-01,Carlos Paz,No residentes,542,Dato provisorio
2024-11-01,Catamarca,Total,8540,Dato provisorio
2024-11-01,Catamarca,Residentes,8216,Dato provisorio
2024-11-01,Catamarca,No residentes,324,Dato provisorio
2024-11-01,Corrientes,Total,16697,Dato provisorio
2024-11-01,Corrientes,Residentes,13899,Dato provisorio
2024-11-01,Corrientes,No residentes,2798,Dato provisorio
2024-11-01,Córdoba,Total,101675,Dato provisorio
2024-11-01,Córdoba,Residentes,91490,Dato provisorio
2024-11-01,Córdoba,No residentes,10185,Dato provisorio
2024-11-01,Formosa,Total,8079,Dato provisorio
2024-11-01,Formosa,Residentes,6857,Dato provisorio
2024-11-01,Formosa,No residentes,1222,Dato provisorio
2024-11-01,Gualeguaychú,Total,20905,Dato provisorio
2024-11-01,Gualeguaychú,Residentes,18836,Dato provisorio
2024-11-01,Gualeguaychú,No residentes,2069,Dato provisorio
2024-11-01,Jujuy,Total,15796,Dato provisorio
2024-11-01,Jujuy,Residentes,14065,Dato provisorio
2024-11-01,Jujuy,No residentes,1731,Dato provisorio
2024-11-01,La Angostura,Total,16383,Dato provisorio
2024-11-01,La Angostura,Residentes,13570,Dato provisorio
2024-11-01,La Angostura,No residentes,2813,Dato provisorio
2024-11-01,La Falda,Total,23413,Dato provisorio
2024-11-01,La Falda,Residentes,23033,Dato provisorio
2024-11-01,La Falda,No residentes,380,Dato provisorio
2024-11-01,La Rioja,Total,5768,Dato provisorio
2024-11-01,La Rioja,Residentes,5581,Dato provisorio
2024-11-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Las Grutas,Total,9251,Dato provisorio
2024-11-01,Las Grutas,Residentes,9200,Dato provisorio
2024-11-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Malargue-Las Leñas,Total,10009,Dato provisorio
2024-11-01,Malargue-Las Leñas,Residentes,8945,Dato provisorio
2024-11-01,Malargue-Las Leñas,No residentes,1064,Dato provisorio
2024-11-01,Mar Chiquita,Total,8387,Dato provisorio
2024-11-01,Mar Chiquita,Residentes,8387,Dato provisorio
2024-11-01,Mar Chiquita,No residentes,0,Dato provisorio
2024-11-01,Mar del Plata,Total,369467,Dato provisorio
2024-11-01,Mar del Plata,Residentes,365421,Dato provisorio
2024-11-01,Mar del Plata,No residentes,4046,Dato provisorio
2024-11-01,Mendoza,Total,121181,Dato provisorio
2024-11-01,Mendoza,Residentes,64091,Dato provisorio
2024-11-01,Mendoza,No residentes,57090,Dato provisorio
2024-11-01,Merlo,Total,33760,Dato provisorio
2024-11-01,Merlo,Residentes,33708,Dato provisorio
2024-11-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Mina Clavero,Total,8354,Dato provisorio
2024-11-01,Mina Clavero,Residentes,8354,Dato provisorio
2024-11-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Neuquén,Total,35034,Dato provisorio
2024-11-01,Neuquén,Residentes,31344,Dato provisorio
2024-11-01,Neuquén,No residentes,3690,Dato provisorio
2024-11-01,Paraná,Total,15944,Dato provisorio
2024-11-01,Paraná,Residentes,15560,Dato provisorio
2024-11-01,Paraná,No residentes,384,Dato provisorio
2024-11-01,Pinamar,Total,68570,Dato provisorio
2024-11-01,Pinamar,Residentes,68560,Dato provisorio
2024-11-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Posadas,Total,22178,Dato provisorio
2024-11-01,Posadas,Residentes,19477,Dato provisorio
2024-11-01,Posadas,No residentes,2701,Dato provisorio
2024-11-01,Puerto Iguazú,Total,147874,Dato provisorio
2024-11-01,Puerto Iguazú,Residentes,108236,Dato provisorio
2024-11-01,Puerto Iguazú,No residentes,39638,Dato provisorio
2024-11-01,Puerto Madryn,Total,26102,Dato provisorio
2024-11-01,Puerto Madryn,Residentes,19104,Dato provisorio
2024-11-01,Puerto Madryn,No residentes,6998,Dato provisorio
2024-11-01,Rafaela,Total,5271,Dato provisorio
2024-11-01,Rafaela,Residentes,5174,Dato provisorio
2024-11-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Resistencia,Total,19206,Dato provisorio
2024-11-01,Resistencia,Residentes,17665,Dato provisorio
2024-11-01,Resistencia,No residentes,1541,Dato provisorio
2024-11-01,Rio Gallegos,Total,13225,Dato provisorio
2024-11-01,Rio Gallegos,Residentes,12301,Dato provisorio
2024-11-01,Rio Gallegos,No residentes,924,Dato provisorio
2024-11-01,Rosario,Total,75354,Dato provisorio
2024-11-01,Rosario,Residentes,66783,Dato provisorio
2024-11-01,Rosario,No residentes,8571,Dato provisorio
2024-11-01,Río Cuarto,Total,12767,Dato provisorio
2024-11-01,Río Cuarto,Residentes,12468,Dato provisorio
2024-11-01,Río Cuarto,No residentes,299,Dato provisorio
2024-11-01,Salta,Total,79059,Dato provisorio
2024-11-01,Salta,Residentes,59686,Dato provisorio
2024-11-01,Salta,No residentes,19373,Dato provisorio
2024-11-01,San Juan,Total,15762,Dato provisorio
2024-11-01,San Juan,Residentes,14610,Dato provisorio
2024-11-01,San Juan,No residentes,1152,Dato provisorio
2024-11-01,San Luis,Total,15501,Dato provisorio
2024-11-01,San Luis,Residentes,14758,Dato provisorio
2024-11-01,San Luis,No residentes,743,Dato provisorio
2024-11-01,San Martín de los Andes,Total,40824,Dato provisorio
2024-11-01,San Martín de los Andes,Residentes,34698,Dato provisorio
2024-11-01,San Martín de los Andes,No residentes,6126,Dato provisorio
2024-11-01,San Rafael,Total,32603,Dato provisorio
2024-11-01,San Rafael,Residentes,31772,Dato provisorio
2024-11-01,San Rafael,No residentes,831,Dato provisorio
2024-11-01,Santa Fe,Total,22069,Dato provisorio
2024-11-01,Santa Fe,Residentes,20230,Dato provisorio
2024-11-01,Santa Fe,No residentes,1839,Dato provisorio
2024-11-01,Santa Rosa,Total,14673,Dato provisorio
2024-11-01,Santa Rosa,Residentes,13922,Dato provisorio
2024-11-01,Santa Rosa,No residentes,751,Dato provisorio
2024-11-01,Santiago del Estero,Total,15688,Dato provisorio
2024-11-01,Santiago del Estero,Residentes,15414,Dato provisorio
2024-11-01,Santiago del Estero,No residentes,274,Dato provisorio
2024-11-01,Tandil,Total,27257,Dato provisorio
2024-11-01,Tandil,Residentes,27191,Dato provisorio
2024-11-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Termas,Total,28513,Dato provisorio
2024-11-01,Termas,Residentes,28406,Dato provisorio
2024-11-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Tucumán,Total,33527,Dato provisorio
2024-11-01,Tucumán,Residentes,31963,Dato provisorio
2024-11-01,Tucumán,No residentes,1564,Dato provisorio
2024-11-01,Ushuaia,Total,78609,Dato provisorio
2024-11-01,Ushuaia,Residentes,35211,Dato provisorio
2024-11-01,Ushuaia,No residentes,43398,Dato provisorio
2024-11-01,Valle de Uco,Total,7156,Dato provisorio
2024-11-01,Valle de Uco,Residentes,4009,Dato provisorio
2024-11-01,Valle de Uco,No residentes,3147,Dato provisorio
2024-11-01,Viedma,Total,6580,Dato provisorio
2024-11-01,Viedma,Residentes,6493,Dato provisorio
2024-11-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-11-01,Villa General Belgrano,Total,39840,Dato provisorio
2024-11-01,Villa General Belgrano,Residentes,39319,Dato provisorio
2024-11-01,Villa General Belgrano,No residentes,521,Dato provisorio
2024-11-01,Villa Gesell,Total,65745,Dato provisorio
2024-11-01,Villa Gesell,Residentes,65737,Dato provisorio
2024-11-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Bahía Blanca,Total,15930,Dato provisorio
2024-12-01,Bahía Blanca,Residentes,15602,Dato provisorio
2024-12-01,Bahía Blanca,No residentes,328,Dato provisorio
2024-12-01,Bariloche,Total,307554,Dato provisorio
2024-12-01,Bariloche,Residentes,165252,Dato provisorio
2024-12-01,Bariloche,No residentes,142302,Dato provisorio
2024-12-01,CABA,Total,802036,Dato provisorio
2024-12-01,CABA,Residentes,338449,Dato provisorio
2024-12-01,CABA,No residentes,463587,Dato provisorio
2024-12-01,Cafayate,Total,6580,Dato provisorio
2024-12-01,Cafayate,Residentes,5189,Dato provisorio
2024-12-01,Cafayate,No residentes,1391,Dato provisorio
2024-12-01,Calafate,Total,107217,Dato provisorio
2024-12-01,Calafate,Residentes,52206,Dato provisorio
2024-12-01,Calafate,No residentes,55011,Dato provisorio
2024-12-01,Carlos Paz,Total,106474,Dato provisorio
2024-12-01,Carlos Paz,Residentes,106148,Dato provisorio
2024-12-01,Carlos Paz,No residentes,326,Dato provisorio
2024-12-01,Catamarca,Total,7426,Dato provisorio
2024-12-01,Catamarca,Residentes,7191,Dato provisorio
2024-12-01,Catamarca,No residentes,235,Dato provisorio
2024-12-01,Corrientes,Total,12372,Dato provisorio
2024-12-01,Corrientes,Residentes,10201,Dato provisorio
2024-12-01,Corrientes,No residentes,2171,Dato provisorio
2024-12-01,Córdoba,Total,78608,Dato provisorio
2024-12-01,Córdoba,Residentes,71044,Dato provisorio
2024-12-01,Córdoba,No residentes,7564,Dato provisorio
2024-12-01,Formosa,Total,8218,Dato provisorio
2024-12-01,Formosa,Residentes,7033,Dato provisorio
2024-12-01,Formosa,No residentes,1185,Dato provisorio
2024-12-01,Gualeguaychú,Total,19547,Dato provisorio
2024-12-01,Gualeguaychú,Residentes,18435,Dato provisorio
2024-12-01,Gualeguaychú,No residentes,1112,Dato provisorio
2024-12-01,Jujuy,Total,10710,Dato provisorio
2024-12-01,Jujuy,Residentes,9464,Dato provisorio
2024-12-01,Jujuy,No residentes,1246,Dato provisorio
2024-12-01,La Angostura,Total,19035,Dato provisorio
2024-12-01,La Angostura,Residentes,14569,Dato provisorio
2024-12-01,La Angostura,No residentes,4466,Dato provisorio
2024-12-01,La Falda,Total,32336,Dato provisorio
2024-12-01,La Falda,Residentes,31815,Dato provisorio
2024-12-01,La Falda,No residentes,521,Dato provisorio
2024-12-01,La Rioja,Total,4133,Dato provisorio
2024-12-01,La Rioja,Residentes,3942,Dato provisorio
2024-12-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Las Grutas,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Las Grutas,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Malargue-Las Leñas,Total,8563,Dato provisorio
2024-12-01,Malargue-Las Leñas,Residentes,7030,Dato provisorio
2024-12-01,Malargue-Las Leñas,No residentes,1533,Dato provisorio
2024-12-01,Mar Chiquita,Total,8821,Dato provisorio
2024-12-01,Mar Chiquita,Residentes,8819,Dato provisorio
2024-12-01,Mar Chiquita,No residentes,2,Dato provisorio
2024-12-01,Mar del Plata,Total,319613,Dato provisorio
2024-12-01,Mar del Plata,Residentes,314950,Dato provisorio
2024-12-01,Mar del Plata,No residentes,4663,Dato provisorio
2024-12-01,Mendoza,Total,76695,Dato provisorio
2024-12-01,Mendoza,Residentes,47570,Dato provisorio
2024-12-01,Mendoza,No residentes,29125,Dato provisorio
2024-12-01,Merlo,Total,24547,Dato provisorio
2024-12-01,Merlo,Residentes,24423,Dato provisorio
2024-12-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Mina Clavero,Total,14316,Dato provisorio
2024-12-01,Mina Clavero,Residentes,14312,Dato provisorio
2024-12-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Neuquén,Total,33141,Dato provisorio
2024-12-01,Neuquén,Residentes,30313,Dato provisorio
2024-12-01,Neuquén,No residentes,2828,Dato provisorio
2024-12-01,Paraná,Total,13108,Dato provisorio
2024-12-01,Paraná,Residentes,12707,Dato provisorio
2024-12-01,Paraná,No residentes,401,Dato provisorio
2024-12-01,Pinamar,Total,129176,Dato provisorio
2024-12-01,Pinamar,Residentes,128955,Dato provisorio
2024-12-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Posadas,Total,18249,Dato provisorio
2024-12-01,Posadas,Residentes,15244,Dato provisorio
2024-12-01,Posadas,No residentes,3005,Dato provisorio
2024-12-01,Puerto Iguazú,Total,126379,Dato provisorio
2024-12-01,Puerto Iguazú,Residentes,85180,Dato provisorio
2024-12-01,Puerto Iguazú,No residentes,41199,Dato provisorio
2024-12-01,Puerto Madryn,Total,16978,Dato provisorio
2024-12-01,Puerto Madryn,Residentes,14001,Dato provisorio
2024-12-01,Puerto Madryn,No residentes,2977,Dato provisorio
2024-12-01,Rafaela,Total,4526,Dato provisorio
2024-12-01,Rafaela,Residentes,4424,Dato provisorio
2024-12-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Resistencia,Total,18286,Dato provisorio
2024-12-01,Resistencia,Residentes,16277,Dato provisorio
2024-12-01,Resistencia,No residentes,2009,Dato provisorio
2024-12-01,Rio Gallegos,Total,13373,Dato provisorio
2024-12-01,Rio Gallegos,Residentes,12092,Dato provisorio
2024-12-01,Rio Gallegos,No residentes,1281,Dato provisorio
2024-12-01,Rosario,Total,53983,Dato provisorio
2024-12-01,Rosario,Residentes,48622,Dato provisorio
2024-12-01,Rosario,No residentes,5361,Dato provisorio
2024-12-01,Río Cuarto,Total,10138,Dato provisorio
2024-12-01,Río Cuarto,Residentes,9716,Dato provisorio
2024-12-01,Río Cuarto,No residentes,422,Dato provisorio
2024-12-01,Salta,Total,59257,Dato provisorio
2024-12-01,Salta,Residentes,45833,Dato provisorio
2024-12-01,Salta,No residentes,13424,Dato provisorio
2024-12-01,San Juan,Total,11114,Dato provisorio
2024-12-01,San Juan,Residentes,10430,Dato provisorio
2024-12-01,San Juan,No residentes,684,Dato provisorio
2024-12-01,San Luis,Total,12876,Dato provisorio
2024-12-01,San Luis,Residentes,12048,Dato provisorio
2024-12-01,San Luis,No residentes,828,Dato provisorio
2024-12-01,San Martín de los Andes,Total,39595,Dato provisorio
2024-12-01,San Martín de los Andes,Residentes,31766,Dato provisorio
2024-12-01,San Martín de los Andes,No residentes,7829,Dato provisorio
2024-12-01,San Rafael,Total,30321,Dato provisorio
2024-12-01,San Rafael,Residentes,29618,Dato provisorio
2024-12-01,San Rafael,No residentes,703,Dato provisorio
2024-12-01,Santa Fe,Total,18033,Dato provisorio
2024-12-01,Santa Fe,Residentes,16628,Dato provisorio
2024-12-01,Santa Fe,No residentes,1405,Dato provisorio
2024-12-01,Santa Rosa,Total,15978,Dato provisorio
2024-12-01,Santa Rosa,Residentes,14995,Dato provisorio
2024-12-01,Santa Rosa,No residentes,983,Dato provisorio
2024-12-01,Santiago del Estero,Total,18372,Dato provisorio
2024-12-01,Santiago del Estero,Residentes,16642,Dato provisorio
2024-12-01,Santiago del Estero,No residentes,1730,Dato provisorio
2024-12-01,Tandil,Total,25987,Dato provisorio
2024-12-01,Tandil,Residentes,25987,Dato provisorio
2024-12-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Termas,Total,21267,Dato provisorio
2024-12-01,Termas,Residentes,21166,Dato provisorio
2024-12-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Tucumán,Total,21851,Dato provisorio
2024-12-01,Tucumán,Residentes,20767,Dato provisorio
2024-12-01,Tucumán,No residentes,1084,Dato provisorio
2024-12-01,Ushuaia,Total,79764,Dato provisorio
2024-12-01,Ushuaia,Residentes,34237,Dato provisorio
2024-12-01,Ushuaia,No residentes,45527,Dato provisorio
2024-12-01,Valle de Uco,Total,8813,Dato provisorio
2024-12-01,Valle de Uco,Residentes,5311,Dato provisorio
2024-12-01,Valle de Uco,No residentes,3502,Dato provisorio
2024-12-01,Viedma,Total,3736,Dato provisorio
2024-12-01,Viedma,Residentes,3608,Dato provisorio
2024-12-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-12-01,Villa General Belgrano,Total,39975,Dato provisorio
2024-12-01,Villa General Belgrano,Residentes,39425,Dato provisorio
2024-12-01,Villa General Belgrano,No residentes,550,Dato provisorio
2024-12-01,Villa Gesell,Total,124668,Dato provisorio
2024-12-01,Villa Gesell,Residentes,124604,Dato provisorio
2024-12-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2025-01-01,Bahía Blanca,Total,17087,Dato provisiorio
2025-01-01,Bahía Blanca,Residentes,16391,Dato provisiorio
2025-01-01,Bahía Blanca,No residentes,696,Dato provisiorio
2025-01-01,Bariloche,Total,346932,Dato provisiorio
2025-01-01,Bariloche,Residentes,264341,Dato provisiorio
2025-01-01,Bariloche,No residentes,82591,Dato provisiorio
2025-01-01,CABA,Total,690113,Dato provisiorio
2025-01-01,CABA,Residentes,280678,Dato provisiorio
2025-01-01,CABA,No residentes,409435,Dato provisiorio
2025-01-01,Cafayate,Total,19691,Dato provisiorio
