indice_tiempo,localidad,origen_viajeros,viajeros,observaciones
2023-12-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Mina Clavero,Total,4029,""
2023-12-01,Mina Clavero,Residentes,3984,""
2023-12-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Neuquén,Total,19627,""
2023-12-01,Neuquén,Residentes,17310,""
2023-12-01,Neuquén,No residentes,2317,""
2023-12-01,Paraná,Total,7969,""
2023-12-01,Paraná,Residentes,7606,""
2023-12-01,Paraná,No residentes,363,""
2023-12-01,Pinamar,Total,28223,""
2023-12-01,Pinamar,Residentes,28140,""
2023-12-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Posadas,Total,14013,""
2023-12-01,Posadas,Residentes,11629,""
2023-12-01,Posadas,No residentes,2384,""
2023-12-01,Puerto Iguazú,Total,45611,""
2023-12-01,Puerto Iguazú,Residentes,29050,""
2023-12-01,Puerto Iguazú,No residentes,16561,""
2023-12-01,Puerto Madryn,Total,9405,""
2023-12-01,Puerto Madryn,Residentes,8020,""
2023-12-01,Puerto Madryn,No residentes,1385,""
2023-12-01,Rafaela,Total,2237,""
2023-12-01,Rafaela,Residentes,2196,""
2023-12-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Resistencia,Total,10664,""
2023-12-01,Resistencia,Residentes,9420,""
2023-12-01,Resistencia,No residentes,1244,""
2023-12-01,Rio Gallegos,Total,10809,""
2023-12-01,Rio Gallegos,Residentes,9659,""
2023-12-01,Rio Gallegos,No residentes,1150,""
2023-12-01,Rosario,Total,32766,""
2023-12-01,Rosario,Residentes,28758,""
2023-12-01,Rosario,No residentes,4008,""
2023-12-01,Río Cuarto,Total,8297,""
2023-12-01,Río Cuarto,Residentes,7938,""
2023-12-01,Río Cuarto,No residentes,359,""
2023-12-01,Salta,Total,35550,""
2023-12-01,Salta,Residentes,27027,""
2023-12-01,Salta,No residentes,8523,""
2023-12-01,San Juan,Total,6008,""
2023-12-01,San Juan,Residentes,5192,""
2023-12-01,San Juan,No residentes,816,""
2023-12-01,San Luis,Total,7508,""
2023-12-01,San Luis,Residentes,7135,""
2023-12-01,San Luis,No residentes,373,""
2023-12-01,San Martín de los Andes,Total,17454,""
2023-12-01,San Martín de los Andes,Residentes,11444,""
2023-12-01,San Martín de los Andes,No residentes,6010,""
2023-12-01,San Rafael,Total,11578,""
2023-12-01,San Rafael,Residentes,10924,""
2023-12-01,San Rafael,No residentes,654,""
2023-12-01,Santa Fe,Total,11827,""
2023-12-01,Santa Fe,Residentes,10831,""
2023-12-01,Santa Fe,No residentes,996,""
2023-12-01,Santa Rosa,Total,11226,""
2023-12-01,Santa Rosa,Residentes,10889,""
2023-12-01,Santa Rosa,No residentes,337,""
2023-12-01,Santiago del Estero,Total,9538,""
2023-12-01,Santiago del Estero,Residentes,9263,""
2023-12-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Tandil,Total,13436,""
2023-12-01,Tandil,Residentes,13378,""
2023-12-01,Tandil,No residentes,58,""
2023-12-01,Termas,Total,6394,""
2023-12-01,Termas,Residentes,6315,""
2023-12-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Tucumán,Total,14129,""
2023-12-01,Tucumán,Residentes,13608,""
2023-12-01,Tucumán,No residentes,521,""
2023-12-01,Ushuaia,Total,34541,""
2023-12-01,Ushuaia,Residentes,14824,""
2023-12-01,Ushuaia,No residentes,19717,""
2023-12-01,Valle de Uco,Total,5023,""
2023-12-01,Valle de Uco,Residentes,2834,""
2023-12-01,Valle de Uco,No residentes,2189,""
2023-12-01,Viedma,Total,2545,""
2023-12-01,Viedma,Residentes,2511,""
2023-12-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Villa General Belgrano,Total,13245,""
2023-12-01,Villa General Belgrano,Residentes,13056,""
2023-12-01,Villa General Belgrano,No residentes,189,""
2023-12-01,Villa Gesell,Total,24768,""
2023-12-01,Villa Gesell,Residentes,24757,""
2023-12-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Bahía Blanca,Total,10325,Dato provisorio
2024-01-01,Bahía Blanca,Residentes,9396,Dato provisorio
2024-01-01,Bahía Blanca,No residentes,929,Dato provisorio
2024-01-01,Bariloche,Total,89808,Dato provisorio
2024-01-01,Bariloche,Residentes,57286,Dato provisorio
2024-01-01,Bariloche,No residentes,32522,Dato provisorio
2024-01-01,CABA,Total,350523,Dato provisorio
2024-01-01,CABA,Residentes,144795,Dato provisorio
2024-01-01,CABA,No residentes,205728,Dato provisorio
2024-01-01,Cafayate,Total,10867,Dato provisorio
2024-01-01,Cafayate,Residentes,8514,Dato provisorio
2024-01-01,Cafayate,No residentes,2353,Dato provisorio
2024-01-01,Calafate,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Calafate,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Calafate,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Carlos Paz,Total,64085,Dato provisorio
2024-01-01,Carlos Paz,Residentes,63695,Dato provisorio
2024-01-01,Carlos Paz,No residentes,390,Dato provisorio
2024-01-01,Catamarca,Total,3391,Dato provisorio
2024-01-01,Catamarca,Residentes,3301,Dato provisorio
2024-01-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Corrientes,Total,10608,Dato provisorio
2024-01-01,Corrientes,Residentes,7913,Dato provisorio
2024-01-01,Corrientes,No residentes,2695,Dato provisorio
2024-01-01,Córdoba,Total,29403,Dato provisorio
2024-01-01,Córdoba,Residentes,24973,Dato provisorio
2024-01-01,Córdoba,No residentes,4430,Dato provisorio
2024-01-01,Formosa,Total,5686,Dato provisorio
2024-01-01,Formosa,Residentes,4425,Dato provisorio
2024-01-01,Formosa,No residentes,1261,Dato provisorio
2024-01-01,Gualeguaychú,Total,14152,Dato provisorio
2024-01-01,Gualeguaychú,Residentes,9670,Dato provisorio
2024-01-01,Gualeguaychú,No residentes,4482,Dato provisorio
2024-01-01,Jujuy,Total,11812,Dato provisorio
2024-01-01,Jujuy,Residentes,9495,Dato provisorio
2024-01-01,Jujuy,No residentes,2317,Dato provisorio
2024-01-01,La Angostura,Total,12203,Dato provisorio
2024-01-01,La Angostura,Residentes,9522,Dato provisorio
2024-01-01,La Angostura,No residentes,2681,Dato provisorio
2024-01-01,La Falda,Total,20862,Dato provisorio
2024-01-01,La Falda,Residentes,20800,Dato provisorio
2024-01-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,La Rioja,Total,2462,Dato provisorio
2024-01-01,La Rioja,Residentes,2311,Dato provisorio
2024-01-01,La Rioja,No residentes,151,Dato provisorio
2024-01-01,Las Grutas,Total,16279,Dato provisorio
2024-01-01,Las Grutas,Residentes,15859,Dato provisorio
2024-01-01,Las Grutas,No residentes,420,Dato provisorio
2024-01-01,Malargue-Las Leñas,Total,4856,Dato provisorio
2024-01-01,Malargue-Las Leñas,Residentes,3416,Dato provisorio
2024-01-01,Malargue-Las Leñas,No residentes,1440,Dato provisorio
2024-01-01,Mar Chiquita,Total,8194,Dato provisorio
2024-01-01,Mar Chiquita,Residentes,8184,Dato provisorio
2024-01-01,Mar Chiquita,No residentes,10,Dato provisorio
2024-01-01,Mar del Plata,Total,198454,Dato provisorio
2024-01-01,Mar del Plata,Residentes,195274,Dato provisorio
2024-01-01,Mar del Plata,No residentes,3180,Dato provisorio
2024-01-01,Mendoza,Total,48230,Dato provisorio
2024-01-01,Mendoza,Residentes,28603,Dato provisorio
2024-01-01,Mendoza,No residentes,19627,Dato provisorio
2024-01-01,Merlo,Total,14864,Dato provisorio
2024-01-01,Merlo,Residentes,14843,Dato provisorio
2024-01-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Mina Clavero,Total,13153,Dato provisorio
2024-01-01,Mina Clavero,Residentes,13135,Dato provisorio
2024-01-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Neuquén,Total,25825,Dato provisorio
2024-01-01,Neuquén,Residentes,23355,Dato provisorio
2024-01-01,Neuquén,No residentes,2470,Dato provisorio
2024-01-01,Paraná,Total,7238,Dato provisorio
2024-01-01,Paraná,Residentes,6726,Dato provisorio
2024-01-01,Paraná,No residentes,512,Dato provisorio
2024-01-01,Pinamar,Total,51996,Dato provisorio
2024-01-01,Pinamar,Residentes,51819,Dato provisorio
2024-01-01,Pinamar,No residentes,177,Dato provisorio
2024-01-01,Posadas,Total,17401,Dato provisorio
2024-01-01,Posadas,Residentes,14389,Dato provisorio
2024-01-01,Posadas,No residentes,3012,Dato provisorio
2024-01-01,Puerto Iguazú,Total,57790,Dato provisorio
2024-01-01,Puerto Iguazú,Residentes,39796,Dato provisorio
2024-01-01,Puerto Iguazú,No residentes,17994,Dato provisorio
2024-01-01,Puerto Madryn,Total,11983,Dato provisorio
2024-01-01,Puerto Madryn,Residentes,9933,Dato provisorio
2024-01-01,Puerto Madryn,No residentes,2050,Dato provisorio
2024-01-01,Rafaela,Total,3455,Dato provisorio
2024-01-01,Rafaela,Residentes,3381,Dato provisorio
2024-01-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Resistencia,Total,13848,Dato provisorio
2024-01-01,Resistencia,Residentes,10983,Dato provisorio
2024-01-01,Resistencia,No residentes,2865,Dato provisorio
2024-01-01,Rio Gallegos,Total,10231,Dato provisorio
2024-01-01,Rio Gallegos,Residentes,9437,Dato provisorio
2024-01-01,Rio Gallegos,No residentes,794,Dato provisorio
2024-01-01,Rosario,Total,25801,Dato provisorio
2024-01-01,Rosario,Residentes,23036,Dato provisorio
2024-01-01,Rosario,No residentes,2765,Dato provisorio
2024-01-01,Río Cuarto,Total,9250,Dato provisorio
2024-01-01,Río Cuarto,Residentes,8427,Dato provisorio
2024-01-01,Río Cuarto,No residentes,823,Dato provisorio
2024-01-01,Salta,Total,32282,Dato provisorio
2024-01-01,Salta,Residentes,24615,Dato provisorio
2024-01-01,Salta,No residentes,7667,Dato provisorio
2024-01-01,San Juan,Total,7503,Dato provisorio
2024-01-01,San Juan,Residentes,6660,Dato provisorio
2024-01-01,San Juan,No residentes,843,Dato provisorio
2024-01-01,San Luis,Total,9318,Dato provisorio
2024-01-01,San Luis,Residentes,8557,Dato provisorio
2024-01-01,San Luis,No residentes,761,Dato provisorio
2024-01-01,San Martín de los Andes,Total,32270,Dato provisorio
2024-01-01,San Martín de los Andes,Residentes,22822,Dato provisorio
2024-01-01,San Martín de los Andes,No residentes,9448,Dato provisorio
2024-01-01,San Rafael,Total,17584,Dato provisorio
2024-01-01,San Rafael,Residentes,17016,Dato provisorio
2024-01-01,San Rafael,No residentes,568,Dato provisorio
2024-01-01,Santa Fe,Total,10956,Dato provisorio
2024-01-01,Santa Fe,Residentes,9494,Dato provisorio
2024-01-01,Santa Fe,No residentes,1462,Dato provisorio
2024-01-01,Santa Rosa,Total,16994,Dato provisorio
2024-01-01,Santa Rosa,Residentes,15871,Dato provisorio
2024-01-01,Santa Rosa,No residentes,1123,Dato provisorio
2024-01-01,Santiago del Estero,Total,7795,Dato provisorio
2024-01-01,Santiago del Estero,Residentes,7652,Dato provisorio
2024-01-01,Santiago del Estero,No residentes,143,Dato provisorio
2024-01-01,Tandil,Total,11812,Dato provisorio
2024-01-01,Tandil,Residentes,11779,Dato provisorio
2024-01-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Termas,Total,7524,Dato provisorio
2024-01-01,Termas,Residentes,7440,Dato provisorio
2024-01-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Tucumán,Total,9384,Dato provisorio
2024-01-01,Tucumán,Residentes,8766,Dato provisorio
2024-01-01,Tucumán,No residentes,618,Dato provisorio
2024-01-01,Ushuaia,Total,42478,Dato provisorio
2024-01-01,Ushuaia,Residentes,17564,Dato provisorio
2024-01-01,Ushuaia,No residentes,24914,Dato provisorio
2024-01-01,Valle de Uco,Total,4492,Dato provisorio
2024-01-01,Valle de Uco,Residentes,2935,Dato provisorio
2024-01-01,Valle de Uco,No residentes,1557,Dato provisorio
2024-01-01,Viedma,Total,3647,Dato provisorio
2024-01-01,Viedma,Residentes,3551,Dato provisorio
2024-01-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-01-01,Villa General Belgrano,Total,20651,Dato provisorio
2024-01-01,Villa General Belgrano,Residentes,20110,Dato provisorio
2024-01-01,Villa General Belgrano,No residentes,541,Dato provisorio
2024-01-01,Villa Gesell,Total,60560,Dato provisorio
2024-01-01,Villa Gesell,Residentes,60534,Dato provisorio
2024-01-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-02-01,Bahía Blanca,Total,8946,Dato provisorio
2024-02-01,Bahía Blanca,Residentes,8382,Dato provisorio
2024-02-01,Bahía Blanca,No residentes,564,Dato provisorio
2024-02-01,Bariloche,Total,76132,Dato provisorio
2024-02-01,Bariloche,Residentes,45283,Dato provisorio
2024-02-01,Bariloche,No residentes,30849,Dato provisorio
2024-02-01,CABA,Total,334243,Dato provisorio
2024-02-01,CABA,Residentes,143827,Dato provisorio
2024-02-01,CABA,No residentes,190416,Dato provisorio
2024-02-01,Cafayate,Total,12830,Dato provisorio
2024-02-01,Cafayate,Residentes,11339,Dato provisorio
2024-02-01,Cafayate,No residentes,1491,Dato provisorio
2024-02-01,Calafate,Total,63521,Dato provisorio
2024-02-01,Calafate,Residentes,36642,Dato provisorio
2024-02-01,Calafate,No residentes,26879,Dato provisorio
2024-02-01,Carlos Paz,Total,64302,Dato provisorio
2024-02-01,Carlos Paz,Residentes,64025,Dato provisorio
2024-02-01,Carlos Paz,No residentes,277,Dato provisorio
2024-02-01,Catamarca,Total,3595,Dato provisorio
2024-02-01,Catamarca,Residentes,3491,Dato provisorio
2024-02-01,Catamarca,No residentes,104,Dato provisorio
2024-02-01,Corrientes,Total,8072,Dato provisorio
2024-02-01,Corrientes,Residentes,6954,Dato provisorio
2024-02-01,Corrientes,No residentes,1118,Dato provisorio
2024-02-01,Córdoba,Total,31025,Dato provisorio
2024-02-01,Córdoba,Residentes,26602,Dato provisorio
2024-02-01,Córdoba,No residentes,4423,Dato provisorio
2024-02-01,Formosa,Total,5404,Dato provisorio
2024-02-01,Formosa,Residentes,4269,Dato provisorio
2024-02-01,Formosa,No residentes,1135,Dato provisorio
2024-02-01,Gualeguaychú,Total,15387,Dato provisorio
2024-02-01,Gualeguaychú,Residentes,12019,Dato provisorio
2024-02-01,Gualeguaychú,No residentes,3368,Dato provisorio
2024-02-01,Jujuy,Total,13508,Dato provisorio
2024-02-01,Jujuy,Residentes,11882,Dato provisorio
2024-02-01,Jujuy,No residentes,1626,Dato provisorio
2024-02-01,La Angostura,Total,12083,Dato provisorio
2024-02-01,La Angostura,Residentes,8386,Dato provisorio
2024-02-01,La Angostura,No residentes,3697,Dato provisorio
2024-02-01,La Falda,Total,18704,Dato provisorio
2024-02-01,La Falda,Residentes,18656,Dato provisorio
2024-02-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-02-01,La Rioja,Total,3086,Dato provisorio
2024-02-01,La Rioja,Residentes,2906,Dato provisorio
2024-02-01,La Rioja,No residentes,180,Dato provisorio
2024-02-01,Las Grutas,Total,13804,Dato provisorio
2024-02-01,Las Grutas,Residentes,13479,Dato provisorio
2024-02-01,Las Grutas,No residentes,325,Dato provisorio
2024-02-01,Malargue-Las Leñas,Total,6533,Dato provisorio
2024-02-01,Malargue-Las Leñas,Residentes,4461,Dato provisorio
2024-02-01,Malargue-Las Leñas,No residentes,2072,Dato provisorio
2024-02-01,Mar Chiquita,Total,8319,Dato provisorio
2024-02-01,Mar Chiquita,Residentes,8319,Dato provisorio
2024-02-01,Mar Chiquita,No residentes,0,Dato provisorio
2024-02-01,Mar del Plata,Total,173848,Dato provisorio
2024-02-01,Mar del Plata,Residentes,172163,Dato provisorio
2024-02-01,Mar del Plata,No residentes,1685,Dato provisorio
2024-02-01,Mendoza,Total,50155,Dato provisorio
2024-02-01,Mendoza,Residentes,30139,Dato provisorio
2024-02-01,Mendoza,No residentes,20016,Dato provisorio
2024-02-01,Merlo,Total,13759,Dato provisorio
2024-02-01,Merlo,Residentes,13742,Dato provisorio
2024-02-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-02-01,Mina Clavero,Total,11511,Dato provisorio
2024-02-01,Mina Clavero,Residentes,11421,Dato provisorio
2024-02-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-02-01,Neuquén,Total,22301,Dato provisorio
2024-02-01,Neuquén,Residentes,20769,Dato provisorio
2024-02-01,Neuquén,No residentes,1532,Dato provisorio
2024-02-01,Paraná,Total,6584,Dato provisorio
2024-02-01,Paraná,Residentes,6364,Dato provisorio
2024-02-01,Paraná,No residentes,220,Dato provisorio
2024-02-01,Pinamar,Total,45061,Dato provisorio
2024-02-01,Pinamar,Residentes,44892,Dato provisorio
2024-02-01,Pinamar,No residentes,169,Dato provisorio
2024-02-01,Posadas,Total,14092,Dato provisorio
2024-02-01,Posadas,Residentes,11978,Dato provisorio
2024-02-01,Posadas,No residentes,2114,Dato provisorio
2024-02-01,Puerto Iguazú,Total,55027,Dato provisorio
2024-02-01,Puerto Iguazú,Residentes,37472,Dato provisorio
2024-02-01,Puerto Iguazú,No residentes,17555,Dato provisorio
2024-02-01,Puerto Madryn,Total,9379,Dato provisorio
2024-02-01,Puerto Madryn,Residentes,7879,Dato provisorio
2024-02-01,Puerto Madryn,No residentes,1500,Dato provisorio
2024-02-01,Rafaela,Total,2678,Dato provisorio
2024-02-01,Rafaela,Residentes,2627,Dato provisorio
2024-02-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2024-02-01,Resistencia,Total,12868,Dato provisorio
2024-02-01,Resistencia,Residentes,11631,Dato provisorio
2024-02-01,Resistencia,No residentes,1237,Dato provisorio
2024-02-01,Rio Gallegos,Total,8462,Dato provisorio
2024-02-01,Rio Gallegos,Residentes,7362,Dato provisorio
2024-02-01,Rio Gallegos,No residentes,1100,Dato provisorio
2024-02-01,Rosario,Total,32509,Dato provisorio
2024-02-01,Rosario,Residentes,29303,Dato provisorio
2024-02-01,Rosario,No residentes,3206,Dato provisorio
2024-02-01,Río Cuarto,Total,7854,Dato provisorio
2024-02-01,Río Cuarto,Residentes,7349,Dato provisorio
2024-02-01,Río Cuarto,No residentes,505,Dato provisorio
2024-02-01,Salta,Total,34141,Dato provisorio
2024-02-01,Salta,Residentes,24791,Dato provisorio
2024-02-01,Salta,No residentes,9350,Dato provisorio
2024-02-01,San Juan,Total,7258,Dato provisorio
2024-02-01,San Juan,Residentes,6680,Dato provisorio
2024-02-01,San Juan,No residentes,578,Dato provisorio
2024-02-01,San Luis,Total,7968,Dato provisorio
2024-02-01,San Luis,Residentes,7381,Dato provisorio
2024-02-01,San Luis,No residentes,587,Dato provisorio
2024-02-01,San Martín de los Andes,Total,29049,Dato provisorio
2024-02-01,San Martín de los Andes,Residentes,16109,Dato provisorio
2024-02-01,San Martín de los Andes,No residentes,12940,Dato provisorio
2024-02-01,San Rafael,Total,17679,Dato provisorio
2024-02-01,San Rafael,Residentes,16361,Dato provisorio
2024-02-01,San Rafael,No residentes,1318,Dato provisorio
2024-02-01,Santa Fe,Total,11237,Dato provisorio
2024-02-01,Santa Fe,Residentes,10298,Dato provisorio
2024-02-01,Santa Fe,No residentes,939,Dato provisorio
2024-02-01,Santa Rosa,Total,12128,Dato provisorio
2024-02-01,Santa Rosa,Residentes,11637,Dato provisorio
2024-02-01,Santa Rosa,No residentes,491,Dato provisorio
2024-02-01,Santiago del Estero,Total,7865,Dato provisorio
2024-02-01,Santiago del Estero,Residentes,7703,Dato provisorio
2024-02-01,Santiago del Estero,No residentes,162,Dato provisorio
2024-02-01,Tandil,Total,10097,Dato provisorio
2024-02-01,Tandil,Residentes,9953,Dato provisorio
2024-02-01,Tandil,No residentes,144,Dato provisorio
2024-02-01,Termas,Total,6591,Dato provisorio
2024-02-01,Termas,Residentes,6540,Dato provisorio
2024-02-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
