indice_tiempo,localidad,origen_viajeros,viajeros,observaciones
2021-12-01,San Martín de los Andes,Total,13017,""
2021-12-01,San Martín de los Andes,Residentes,12638,""
2021-12-01,San Martín de los Andes,No residentes,379,""
2021-12-01,San Rafael,Total,10376,""
2021-12-01,San Rafael,Residentes,10342,""
2021-12-01,San Rafael,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Santa Fe,Total,9714,""
2021-12-01,Santa Fe,Residentes,9358,""
2021-12-01,Santa Fe,No residentes,356,""
2021-12-01,Santa Rosa,Total,12750,""
2021-12-01,Santa Rosa,Residentes,12676,""
2021-12-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Santiago del Estero,Total,13271,""
2021-12-01,Santiago del Estero,Residentes,13251,""
2021-12-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Tandil,Total,12640,""
2021-12-01,Tandil,Residentes,12628,""
2021-12-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Termas,Total,7044,""
2021-12-01,Termas,Residentes,7033,""
2021-12-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Tucumán,Total,25012,""
2021-12-01,Tucumán,Residentes,24862,""
2021-12-01,Tucumán,No residentes,150,""
2021-12-01,Ushuaia,Total,25250,""
2021-12-01,Ushuaia,Residentes,21769,""
2021-12-01,Ushuaia,No residentes,3481,""
2021-12-01,Valle de Uco,Total,14624,""
2021-12-01,Valle de Uco,Residentes,13175,""
2021-12-01,Valle de Uco,No residentes,1449,""
2021-12-01,Viedma,Total,3193,""
2021-12-01,Viedma,Residentes,3165,""
2021-12-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Villa General Belgrano,Total,15275,""
2021-12-01,Villa General Belgrano,Residentes,15275,""
2021-12-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Villa Gesell,Total,41197,""
2021-12-01,Villa Gesell,Residentes,41197,""
2021-12-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Bahía Blanca,Total,10559,""
2022-01-01,Bahía Blanca,Residentes,10372,""
2022-01-01,Bahía Blanca,No residentes,187,""
2022-01-01,Bariloche,Total,92166,""
2022-01-01,Bariloche,Residentes,89958,""
2022-01-01,Bariloche,No residentes,2208,""
2022-01-01,CABA,Total,196600,""
2022-01-01,CABA,Residentes,144026,""
2022-01-01,CABA,No residentes,52574,""
2022-01-01,Cafayate,Total,15990,""
2022-01-01,Cafayate,Residentes,15558,""
2022-01-01,Cafayate,No residentes,432,""
2022-01-01,Calafate,Total,61433,""
2022-01-01,Calafate,Residentes,55627,""
2022-01-01,Calafate,No residentes,5806,""
2022-01-01,Carlos Paz,Total,60883,""
2022-01-01,Carlos Paz,Residentes,60883,""
2022-01-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Catamarca,Total,6682,""
2022-01-01,Catamarca,Residentes,6656,""
2022-01-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Corrientes,Total,11688,""
2022-01-01,Corrientes,Residentes,11104,""
2022-01-01,Corrientes,No residentes,584,""
2022-01-01,Córdoba,Total,25900,""
2022-01-01,Córdoba,Residentes,24531,""
2022-01-01,Córdoba,No residentes,1369,""
2022-01-01,Formosa,Total,1591,""
2022-01-01,Formosa,Residentes,1405,""
2022-01-01,Formosa,No residentes,186,""
2022-01-01,Gualeguaychú,Total,12020,""
2022-01-01,Gualeguaychú,Residentes,11844,""
2022-01-01,Gualeguaychú,No residentes,176,""
2022-01-01,Jujuy,Total,8863,""
2022-01-01,Jujuy,Residentes,8346,""
2022-01-01,Jujuy,No residentes,517,""
2022-01-01,La Angostura,Total,12404,""
2022-01-01,La Angostura,Residentes,12222,""
2022-01-01,La Angostura,No residentes,182,""
2022-01-01,La Falda,Total,18269,""
2022-01-01,La Falda,Residentes,18261,""
2022-01-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,La Rioja,Total,3299,""
2022-01-01,La Rioja,Residentes,3211,""
2022-01-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Las Grutas,Total,14862,""
2022-01-01,Las Grutas,Residentes,14819,""
2022-01-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Malargue-Las Leñas,Total,7193,""
2022-01-01,Malargue-Las Leñas,Residentes,7117,""
2022-01-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Mar Chiquita,Total,5572,""
2022-01-01,Mar Chiquita,Residentes,5572,""
2022-01-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Mar del Plata,Total,192722,""
2022-01-01,Mar del Plata,Residentes,192028,""
2022-01-01,Mar del Plata,No residentes,694,""
2022-01-01,Mendoza,Total,53090,""
2022-01-01,Mendoza,Residentes,48670,""
2022-01-01,Mendoza,No residentes,4420,""
2022-01-01,Merlo,Total,21974,""
2022-01-01,Merlo,Residentes,21966,""
2022-01-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Mina Clavero,Total,16384,""
2022-01-01,Mina Clavero,Residentes,16376,""
2022-01-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Neuquén,Total,22577,""
2022-01-01,Neuquén,Residentes,22314,""
2022-01-01,Neuquén,No residentes,263,""
2022-01-01,Paraná,Total,8934,""
2022-01-01,Paraná,Residentes,8865,""
2022-01-01,Paraná,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Pinamar,Total,50472,""
2022-01-01,Pinamar,Residentes,50363,""
2022-01-01,Pinamar,No residentes,109,""
2022-01-01,Posadas,Total,18564,""
2022-01-01,Posadas,Residentes,17099,""
2022-01-01,Posadas,No residentes,1465,""
2022-01-01,Puerto Iguazú,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Puerto Iguazú,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Puerto Iguazú,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Puerto Madryn,Total,26128,""
2022-01-01,Puerto Madryn,Residentes,24327,""
2022-01-01,Puerto Madryn,No residentes,1801,""
2022-01-01,Rafaela,Total,1316,""
2022-01-01,Rafaela,Residentes,1316,""
2022-01-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Resistencia,Total,8537,""
2022-01-01,Resistencia,Residentes,8185,""
2022-01-01,Resistencia,No residentes,352,""
2022-01-01,Rio Gallegos,Total,11350,""
2022-01-01,Rio Gallegos,Residentes,11045,""
2022-01-01,Rio Gallegos,No residentes,305,""
2022-01-01,Rosario,Total,28087,""
2022-01-01,Rosario,Residentes,27002,""
2022-01-01,Rosario,No residentes,1085,""
2022-01-01,Río Cuarto,Total,11105,""
2022-01-01,Río Cuarto,Residentes,11018,""
2022-01-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Salta,Total,41970,""
2022-01-01,Salta,Residentes,39504,""
2022-01-01,Salta,No residentes,2466,""
2022-01-01,San Juan,Total,8462,""
2022-01-01,San Juan,Residentes,8290,""
2022-01-01,San Juan,No residentes,172,""
2022-01-01,San Luis,Total,14360,""
2022-01-01,San Luis,Residentes,14312,""
2022-01-01,San Luis,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,San Martín de los Andes,Total,23758,""
2022-01-01,San Martín de los Andes,Residentes,23545,""
2022-01-01,San Martín de los Andes,No residentes,213,""
2022-01-01,San Rafael,Total,18428,""
2022-01-01,San Rafael,Residentes,18206,""
2022-01-01,San Rafael,No residentes,222,""
2022-01-01,Santa Fe,Total,7533,""
2022-01-01,Santa Fe,Residentes,7010,""
2022-01-01,Santa Fe,No residentes,523,""
2022-01-01,Santa Rosa,Total,14786,""
2022-01-01,Santa Rosa,Residentes,14659,""
2022-01-01,Santa Rosa,No residentes,127,""
2022-01-01,Santiago del Estero,Total,12001,""
2022-01-01,Santiago del Estero,Residentes,11965,""
2022-01-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Tandil,Total,19568,""
2022-01-01,Tandil,Residentes,19566,""
2022-01-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Termas,Total,8882,""
2022-01-01,Termas,Residentes,8813,""
2022-01-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Tucumán,Total,23831,""
2022-01-01,Tucumán,Residentes,23422,""
2022-01-01,Tucumán,No residentes,409,""
2022-01-01,Ushuaia,Total,36218,""
2022-01-01,Ushuaia,Residentes,30364,""
2022-01-01,Ushuaia,No residentes,5854,""
2022-01-01,Valle de Uco,Total,16639,""
2022-01-01,Valle de Uco,Residentes,15293,""
2022-01-01,Valle de Uco,No residentes,1346,""
2022-01-01,Viedma,Total,5097,""
2022-01-01,Viedma,Residentes,5066,""
2022-01-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Villa General Belgrano,Total,16838,""
2022-01-01,Villa General Belgrano,Residentes,16828,""
2022-01-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Villa Gesell,Total,87953,""
2022-01-01,Villa Gesell,Residentes,87945,""
2022-01-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Bahía Blanca,Total,10155,""
2022-02-01,Bahía Blanca,Residentes,10028,""
2022-02-01,Bahía Blanca,No residentes,127,""
2022-02-01,Bariloche,Total,83590,""
2022-02-01,Bariloche,Residentes,81255,""
2022-02-01,Bariloche,No residentes,2335,""
2022-02-01,CABA,Total,231095,""
2022-02-01,CABA,Residentes,167252,""
2022-02-01,CABA,No residentes,63843,""
2022-02-01,Cafayate,Total,15099,""
2022-02-01,Cafayate,Residentes,14676,""
2022-02-01,Cafayate,No residentes,423,""
2022-02-01,Calafate,Total,61588,""
2022-02-01,Calafate,Residentes,56780,""
2022-02-01,Calafate,No residentes,4808,""
2022-02-01,Carlos Paz,Total,61992,""
2022-02-01,Carlos Paz,Residentes,61966,""
2022-02-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Catamarca,Total,5952,""
2022-02-01,Catamarca,Residentes,5923,""
2022-02-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Corrientes,Total,11416,""
2022-02-01,Corrientes,Residentes,10888,""
2022-02-01,Corrientes,No residentes,528,""
2022-02-01,Córdoba,Total,29182,""
2022-02-01,Córdoba,Residentes,27806,""
2022-02-01,Córdoba,No residentes,1376,""
2022-02-01,Formosa,Total,1826,""
2022-02-01,Formosa,Residentes,1656,""
2022-02-01,Formosa,No residentes,170,""
2022-02-01,Gualeguaychú,Total,10760,""
2022-02-01,Gualeguaychú,Residentes,10556,""
2022-02-01,Gualeguaychú,No residentes,204,""
2022-02-01,Jujuy,Total,11781,""
2022-02-01,Jujuy,Residentes,11245,""
2022-02-01,Jujuy,No residentes,536,""
2022-02-01,La Angostura,Total,11103,""
2022-02-01,La Angostura,Residentes,10856,""
2022-02-01,La Angostura,No residentes,247,""
2022-02-01,La Falda,Total,15514,""
2022-02-01,La Falda,Residentes,15509,""
2022-02-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,La Rioja,Total,4931,""
2022-02-01,La Rioja,Residentes,4829,""
2022-02-01,La Rioja,No residentes,102,""
2022-02-01,Las Grutas,Total,11973,""
2022-02-01,Las Grutas,Residentes,11896,""
2022-02-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Malargue-Las Leñas,Total,5565,""
2022-02-01,Malargue-Las Leñas,Residentes,5461,""
2022-02-01,Malargue-Las Leñas,No residentes,104,""
2022-02-01,Mar Chiquita,Total,5356,""
2022-02-01,Mar Chiquita,Residentes,5356,""
2022-02-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Mar del Plata,Total,173416,""
2022-02-01,Mar del Plata,Residentes,172536,""
2022-02-01,Mar del Plata,No residentes,880,""
2022-02-01,Mendoza,Total,56934,""
2022-02-01,Mendoza,Residentes,51385,""
2022-02-01,Mendoza,No residentes,5549,""
2022-02-01,Merlo,Total,19953,""
2022-02-01,Merlo,Residentes,19953,""
2022-02-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Mina Clavero,Total,15616,""
2022-02-01,Mina Clavero,Residentes,15608,""
2022-02-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Neuquén,Total,18637,""
2022-02-01,Neuquén,Residentes,18225,""
2022-02-01,Neuquén,No residentes,412,""
2022-02-01,Paraná,Total,8143,""
2022-02-01,Paraná,Residentes,8070,""
2022-02-01,Paraná,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Pinamar,Total,44395,""
2022-02-01,Pinamar,Residentes,44290,""
2022-02-01,Pinamar,No residentes,105,""
2022-02-01,Posadas,Total,18482,""
2022-02-01,Posadas,Residentes,16394,""
2022-02-01,Posadas,No residentes,2088,""
2022-02-01,Puerto Iguazú,Total,44202,""
2022-02-01,Puerto Iguazú,Residentes,41381,""
2022-02-01,Puerto Iguazú,No residentes,2821,""
2022-02-01,Puerto Madryn,Total,22767,""
2022-02-01,Puerto Madryn,Residentes,21963,""
2022-02-01,Puerto Madryn,No residentes,804,""
2022-02-01,Rafaela,Total,2491,""
2022-02-01,Rafaela,Residentes,2486,""
2022-02-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Resistencia,Total,8394,""
2022-02-01,Resistencia,Residentes,8014,""
2022-02-01,Resistencia,No residentes,380,""
2022-02-01,Rio Gallegos,Total,9644,""
2022-02-01,Rio Gallegos,Residentes,9260,""
2022-02-01,Rio Gallegos,No residentes,384,""
2022-02-01,Rosario,Total,35489,""
2022-02-01,Rosario,Residentes,34326,""
2022-02-01,Rosario,No residentes,1163,""
2022-02-01,Río Cuarto,Total,8731,""
2022-02-01,Río Cuarto,Residentes,8612,""
2022-02-01,Río Cuarto,No residentes,119,""
2022-02-01,Salta,Total,44010,""
2022-02-01,Salta,Residentes,40923,""
2022-02-01,Salta,No residentes,3087,""
2022-02-01,San Juan,Total,8147,""
2022-02-01,San Juan,Residentes,7996,""
2022-02-01,San Juan,No residentes,151,""
2022-02-01,San Luis,Total,13189,""
2022-02-01,San Luis,Residentes,13154,""
2022-02-01,San Luis,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,San Martín de los Andes,Total,23376,""
2022-02-01,San Martín de los Andes,Residentes,22859,""
2022-02-01,San Martín de los Andes,No residentes,517,""
2022-02-01,San Rafael,Total,17007,""
2022-02-01,San Rafael,Residentes,16773,""
2022-02-01,San Rafael,No residentes,234,""
2022-02-01,Santa Fe,Total,8842,""
2022-02-01,Santa Fe,Residentes,8416,""
2022-02-01,Santa Fe,No residentes,426,""
2022-02-01,Santa Rosa,Total,23120,""
2022-02-01,Santa Rosa,Residentes,22958,""
2022-02-01,Santa Rosa,No residentes,162,""
2022-02-01,Santiago del Estero,Total,13107,""
2022-02-01,Santiago del Estero,Residentes,13076,""
2022-02-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Tandil,Total,19486,""
2022-02-01,Tandil,Residentes,19477,""
2022-02-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Termas,Total,11689,""
2022-02-01,Termas,Residentes,11671,""
2022-02-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Tucumán,Total,25324,""
2022-02-01,Tucumán,Residentes,24160,""
2022-02-01,Tucumán,No residentes,1164,""
2022-02-01,Ushuaia,Total,34291,""
2022-02-01,Ushuaia,Residentes,29958,""
2022-02-01,Ushuaia,No residentes,4333,""
2022-02-01,Valle de Uco,Total,15432,""
2022-02-01,Valle de Uco,Residentes,13682,""
2022-02-01,Valle de Uco,No residentes,1750,""
2022-02-01,Viedma,Total,3777,""
2022-02-01,Viedma,Residentes,3747,""
2022-02-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Villa General Belgrano,Total,17813,""
2022-02-01,Villa General Belgrano,Residentes,17767,""
2022-02-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Villa Gesell,Total,72960,""
2022-02-01,Villa Gesell,Residentes,72960,""
2022-02-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Bahía Blanca,Total,9529,""
2022-03-01,Bahía Blanca,Residentes,9415,""
2022-03-01,Bahía Blanca,No residentes,114,""
2022-03-01,Bariloche,Total,69348,""
2022-03-01,Bariloche,Residentes,64323,""
2022-03-01,Bariloche,No residentes,5025,""
2022-03-01,CABA,Total,274087,""
2022-03-01,CABA,Residentes,182355,""
2022-03-01,CABA,No residentes,91732,""
2022-03-01,Cafayate,Total,11789,""
2022-03-01,Cafayate,Residentes,10756,""
2022-03-01,Cafayate,No residentes,1033,""
2022-03-01,Calafate,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Calafate,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Calafate,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Carlos Paz,Total,40802,""
2022-03-01,Carlos Paz,Residentes,40790,""
2022-03-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Catamarca,Total,6401,""
2022-03-01,Catamarca,Residentes,6339,""
2022-03-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Corrientes,Total,5047,""
2022-03-01,Corrientes,Residentes,4727,""
2022-03-01,Corrientes,No residentes,320,""
2022-03-01,Córdoba,Total,26837,""
2022-03-01,Córdoba,Residentes,25138,""
2022-03-01,Córdoba,No residentes,1699,""
2022-03-01,Formosa,Total,1871,""
2022-03-01,Formosa,Residentes,1662,""
2022-03-01,Formosa,No residentes,209,""
2022-03-01,Gualeguaychú,Total,8324,""
2022-03-01,Gualeguaychú,Residentes,8055,""
2022-03-01,Gualeguaychú,No residentes,269,""
2022-03-01,Jujuy,Total,8911,""
2022-03-01,Jujuy,Residentes,8130,""
2022-03-01,Jujuy,No residentes,781,""
2022-03-01,La Angostura,Total,8972,""
2022-03-01,La Angostura,Residentes,8478,""
2022-03-01,La Angostura,No residentes,494,""
2022-03-01,La Falda,Total,8353,""
2022-03-01,La Falda,Residentes,8335,""
2022-03-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,La Rioja,Total,4839,""
2022-03-01,La Rioja,Residentes,4719,""
2022-03-01,La Rioja,No residentes,120,""
2022-03-01,Las Grutas,Total,5202,""
2022-03-01,Las Grutas,Residentes,5173,""
2022-03-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Malargue-Las Leñas,Total,3427,""
2022-03-01,Malargue-Las Leñas,Residentes,3317,""
2022-03-01,Malargue-Las Leñas,No residentes,110,""
2022-03-01,Mar Chiquita,Total,8503,""
2022-03-01,Mar Chiquita,Residentes,8503,""
2022-03-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Mar del Plata,Total,110562,""
2022-03-01,Mar del Plata,Residentes,110338,""
2022-03-01,Mar del Plata,No residentes,224,""
2022-03-01,Mendoza,Total,55239,""
2022-03-01,Mendoza,Residentes,47847,""
2022-03-01,Mendoza,No residentes,7392,""
2022-03-01,Merlo,Total,17222,""
2022-03-01,Merlo,Residentes,17219,""
2022-03-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Mina Clavero,Total,7239,""
2022-03-01,Mina Clavero,Residentes,7231,""
2022-03-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Neuquén,Total,15520,""
2022-03-01,Neuquén,Residentes,14985,""
2022-03-01,Neuquén,No residentes,535,""
2022-03-01,Paraná,Total,8189,""
2022-03-01,Paraná,Residentes,7895,""
2022-03-01,Paraná,No residentes,294,""
2022-03-01,Pinamar,Total,34283,""
2022-03-01,Pinamar,Residentes,34124,""
2022-03-01,Pinamar,No residentes,159,""
2022-03-01,Posadas,Total,13722,""
2022-03-01,Posadas,Residentes,12007,""
2022-03-01,Posadas,No residentes,1715,""
2022-03-01,Puerto Iguazú,Total,43531,""
2022-03-01,Puerto Iguazú,Residentes,38607,""
2022-03-01,Puerto Iguazú,No residentes,4924,""
2022-03-01,Puerto Madryn,Total,11222,""
2022-03-01,Puerto Madryn,Residentes,10512,""
2022-03-01,Puerto Madryn,No residentes,710,""
2022-03-01,Rafaela,Total,2714,""
2022-03-01,Rafaela,Residentes,2679,""
2022-03-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Resistencia,Total,8751,""
2022-03-01,Resistencia,Residentes,8284,""
2022-03-01,Resistencia,No residentes,467,""
2022-03-01,Rio Gallegos,Total,7528,""
2022-03-01,Rio Gallegos,Residentes,7176,""
2022-03-01,Rio Gallegos,No residentes,352,""
2022-03-01,Rosario,Total,35841,""
2022-03-01,Rosario,Residentes,34317,""
2022-03-01,Rosario,No residentes,1524,""
2022-03-01,Río Cuarto,Total,8097,""
2022-03-01,Río Cuarto,Residentes,8003,""
2022-03-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Salta,Total,43148,""
2022-03-01,Salta,Residentes,39278,""
2022-03-01,Salta,No residentes,3870,""
2022-03-01,San Juan,Total,11897,""
2022-03-01,San Juan,Residentes,11740,""
2022-03-01,San Juan,No residentes,157,""
2022-03-01,San Luis,Total,11497,""
2022-03-01,San Luis,Residentes,11411,""
2022-03-01,San Luis,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,San Martín de los Andes,Total,17481,""
2022-03-01,San Martín de los Andes,Residentes,17060,""
2022-03-01,San Martín de los Andes,No residentes,421,""
2022-03-01,San Rafael,Total,10683,""
2022-03-01,San Rafael,Residentes,10531,""
2022-03-01,San Rafael,No residentes,152,""
2022-03-01,Santa Fe,Total,10166,""
2022-03-01,Santa Fe,Residentes,8884,""
2022-03-01,Santa Fe,No residentes,1282,""
2022-03-01,Santa Rosa,Total,10993,""
2022-03-01,Santa Rosa,Residentes,10853,""
2022-03-01,Santa Rosa,No residentes,140,""
2022-03-01,Santiago del Estero,Total,14039,""
2022-03-01,Santiago del Estero,Residentes,13960,""
2022-03-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Tandil,Total,15391,""
2022-03-01,Tandil,Residentes,15389,""
2022-03-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Termas,Total,11957,""
2022-03-01,Termas,Residentes,10091,""
2022-03-01,Termas,No residentes,1866,""
2022-03-01,Tucumán,Total,24627,""
2022-03-01,Tucumán,Residentes,23510,""
2022-03-01,Tucumán,No residentes,1117,""
2022-03-01,Ushuaia,Total,32824,""
2022-03-01,Ushuaia,Residentes,28743,""
2022-03-01,Ushuaia,No residentes,4081,""
2022-03-01,Valle de Uco,Total,16238,""
2022-03-01,Valle de Uco,Residentes,14492,""
2022-03-01,Valle de Uco,No residentes,1746,""
2022-03-01,Viedma,Total,2994,""
2022-03-01,Viedma,Residentes,2973,""
2022-03-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Villa General Belgrano,Total,14863,""
2022-03-01,Villa General Belgrano,Residentes,14839,""
2022-03-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Villa Gesell,Total,25697,""
2022-03-01,Villa Gesell,Residentes,25697,""
2022-03-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Bahía Blanca,Total,10156,""
2022-04-01,Bahía Blanca,Residentes,9898,""
2022-04-01,Bahía Blanca,No residentes,258,""
2022-04-01,Bariloche,Total,47637,""
2022-04-01,Bariloche,Residentes,40928,""
2022-04-01,Bariloche,No residentes,6709,""
2022-04-01,CABA,Total,320145,""
2022-04-01,CABA,Residentes,195683,""
2022-04-01,CABA,No residentes,124462,""
2022-04-01,Cafayate,Total,11637,""
2022-04-01,Cafayate,Residentes,10692,""
2022-04-01,Cafayate,No residentes,945,""
2022-04-01,Calafate,Total,50822,""
2022-04-01,Calafate,Residentes,43670,""
2022-04-01,Calafate,No residentes,7152,""
2022-04-01,Carlos Paz,Total,39481,""
2022-04-01,Carlos Paz,Residentes,39227,""
2022-04-01,Carlos Paz,No residentes,254,""
2022-04-01,Catamarca,Total,6008,""
2022-04-01,Catamarca,Residentes,5915,""
2022-04-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Corrientes,Total,7642,""
2022-04-01,Corrientes,Residentes,7249,""
2022-04-01,Corrientes,No residentes,393,""
2022-04-01,Córdoba,Total,27355,""
2022-04-01,Córdoba,Residentes,25139,""
2022-04-01,Córdoba,No residentes,2216,""
2022-04-01,Formosa,Total,2355,""
2022-04-01,Formosa,Residentes,2059,""
2022-04-01,Formosa,No residentes,296,""
2022-04-01,Gualeguaychú,Total,7429,""
2022-04-01,Gualeguaychú,Residentes,6740,""
2022-04-01,Gualeguaychú,No residentes,689,""
2022-04-01,Jujuy,Total,9369,""
2022-04-01,Jujuy,Residentes,8349,""
2022-04-01,Jujuy,No residentes,1020,""
2022-04-01,La Angostura,Total,5350,""
2022-04-01,La Angostura,Residentes,4920,""
2022-04-01,La Angostura,No residentes,430,""
2022-04-01,La Falda,Total,7282,""
2022-04-01,La Falda,Residentes,7246,""
2022-04-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,La Rioja,Total,5560,""
2022-04-01,La Rioja,Residentes,5465,""
2022-04-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Las Grutas,Total,2335,""
2022-04-01,Las Grutas,Residentes,2308,""
2022-04-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Malargue-Las Leñas,Total,2579,""
2022-04-01,Malargue-Las Leñas,Residentes,2517,""
2022-04-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Mar Chiquita,Total,5964,""
2022-04-01,Mar Chiquita,Residentes,5962,""
2022-04-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Mar del Plata,Total,90231,""
2022-04-01,Mar del Plata,Residentes,90043,""
2022-04-01,Mar del Plata,No residentes,188,""
2022-04-01,Mendoza,Total,54581,""
