indice_tiempo,region_de_destino,origen_viajeros,estadia_media_en_noches,observaciones
2009-05-01,Norte,Residentes,1.8,""
2009-05-01,Norte,No residentes,1.7,""
2009-05-01,Patagonia,Total,2.2,""
2009-05-01,Patagonia,Residentes,2.2,""
2009-05-01,Patagonia,No residentes,2.3,""
2009-06-01,Buenos Aires,Total,2.3,""
2009-06-01,Buenos Aires,Residentes,2.3,""
2009-06-01,Buenos Aires,No residentes,3.2,""
2009-06-01,CABA,Total,2.3,""
2009-06-01,CABA,Residentes,2.2,""
2009-06-01,CABA,No residentes,2.4,""
2009-06-01,Cuyo,Total,1.9,""
2009-06-01,Cuyo,Residentes,1.9,""
2009-06-01,Cuyo,No residentes,2.1,""
2009-06-01,Córdoba,Total,1.8,""
2009-06-01,Córdoba,Residentes,1.7,""
2009-06-01,Córdoba,No residentes,2.2,""
2009-06-01,Litoral,Total,1.5,""
2009-06-01,Litoral,Residentes,1.5,""
2009-06-01,Litoral,No residentes,1.9,""
2009-06-01,Norte,Total,1.9,""
2009-06-01,Norte,Residentes,1.9,""
2009-06-01,Norte,No residentes,1.9,""
2009-06-01,Patagonia,Total,2.4,""
2009-06-01,Patagonia,Residentes,2.3,""
2009-06-01,Patagonia,No residentes,2.6,""
2009-07-01,Buenos Aires,Total,2.5,""
2009-07-01,Buenos Aires,Residentes,2.5,""
2009-07-01,Buenos Aires,No residentes,2.3,""
2009-07-01,CABA,Total,2.3,""
2009-07-01,CABA,Residentes,2.3,""
2009-07-01,CABA,No residentes,2.3,""
2009-07-01,Cuyo,Total,2,""
2009-07-01,Cuyo,Residentes,2,""
2009-07-01,Cuyo,No residentes,2.2,""
2009-07-01,Córdoba,Total,2.3,""
2009-07-01,Córdoba,Residentes,2.3,""
2009-07-01,Córdoba,No residentes,2.5,""
2009-07-01,Litoral,Total,1.6,""
2009-07-01,Litoral,Residentes,1.6,""
2009-07-01,Litoral,No residentes,2.1,""
2009-07-01,Norte,Total,1.9,""
2009-07-01,Norte,Residentes,1.9,""
2009-07-01,Norte,No residentes,1.7,""
2009-07-01,Patagonia,Total,2.7,""
2009-07-01,Patagonia,Residentes,2.6,""
2009-07-01,Patagonia,No residentes,3.2,""
2009-08-01,Buenos Aires,Total,2.2,""
2009-08-01,Buenos Aires,Residentes,2.2,""
2009-08-01,Buenos Aires,No residentes,2.6,""
2009-08-01,CABA,Total,2.3,""
2009-08-01,CABA,Residentes,2.3,""
2009-08-01,CABA,No residentes,2.4,""
2009-08-01,Cuyo,Total,1.8,""
2009-08-01,Cuyo,Residentes,1.8,""
2009-08-01,Cuyo,No residentes,2.1,""
2009-08-01,Córdoba,Total,2,""
2009-08-01,Córdoba,Residentes,2,""
2009-08-01,Córdoba,No residentes,2.3,""
2009-08-01,Litoral,Total,1.6,""
2009-08-01,Litoral,Residentes,1.6,""
2009-08-01,Litoral,No residentes,2,""
2009-08-01,Norte,Total,1.9,""
2009-08-01,Norte,Residentes,1.9,""
2009-08-01,Norte,No residentes,1.6,""
2009-08-01,Patagonia,Total,3,""
2009-08-01,Patagonia,Residentes,3,""
2009-08-01,Patagonia,No residentes,3.1,""
2009-09-01,Buenos Aires,Total,2.3,""
2009-09-01,Buenos Aires,Residentes,2.3,""
2009-09-01,Buenos Aires,No residentes,2.6,""
2009-09-01,CABA,Total,2.4,""
2009-09-01,CABA,Residentes,2.4,""
2009-09-01,CABA,No residentes,2.5,""
2009-09-01,Cuyo,Total,1.8,""
2009-09-01,Cuyo,Residentes,1.8,""
2009-09-01,Cuyo,No residentes,2,""
2009-09-01,Córdoba,Total,2.1,""
2009-09-01,Córdoba,Residentes,2.1,""
2009-09-01,Córdoba,No residentes,2.6,""
2009-09-01,Litoral,Total,1.6,""
2009-09-01,Litoral,Residentes,1.5,""
2009-09-01,Litoral,No residentes,1.9,""
2009-09-01,Norte,Total,1.9,""
2009-09-01,Norte,Residentes,1.9,""
2009-09-01,Norte,No residentes,1.8,""
2009-09-01,Patagonia,Total,2.8,""
2009-09-01,Patagonia,Residentes,2.8,""
2009-09-01,Patagonia,No residentes,2.7,""
2009-10-01,Buenos Aires,Total,2.5,""
2009-10-01,Buenos Aires,Residentes,2.5,""
2009-10-01,Buenos Aires,No residentes,2.9,""
2009-10-01,CABA,Total,2.4,""
2009-10-01,CABA,Residentes,2.3,""
2009-10-01,CABA,No residentes,2.5,""
2009-10-01,Cuyo,Total,1.9,""
2009-10-01,Cuyo,Residentes,1.9,""
2009-10-01,Cuyo,No residentes,2,""
2009-10-01,Córdoba,Total,2.3,""
2009-10-01,Córdoba,Residentes,2.3,""
2009-10-01,Córdoba,No residentes,2.3,""
2009-10-01,Litoral,Total,1.6,""
2009-10-01,Litoral,Residentes,1.5,""
2009-10-01,Litoral,No residentes,2,""
2009-10-01,Norte,Total,1.7,""
2009-10-01,Norte,Residentes,1.8,""
2009-10-01,Norte,No residentes,1.7,""
2009-10-01,Patagonia,Total,2.6,""
2009-10-01,Patagonia,Residentes,2.8,""
2009-10-01,Patagonia,No residentes,2.2,""
2009-11-01,Buenos Aires,Total,2.5,""
2009-11-01,Buenos Aires,Residentes,2.5,""
2009-11-01,Buenos Aires,No residentes,3.2,""
2009-11-01,CABA,Total,2.4,""
2009-11-01,CABA,Residentes,2.4,""
2009-11-01,CABA,No residentes,2.4,""
2009-11-01,Cuyo,Total,1.9,""
2009-11-01,Cuyo,Residentes,1.9,""
2009-11-01,Cuyo,No residentes,1.9,""
2009-11-01,Córdoba,Total,2.2,""
2009-11-01,Córdoba,Residentes,2.2,""
2009-11-01,Córdoba,No residentes,2.2,""
2009-11-01,Litoral,Total,1.6,""
2009-11-01,Litoral,Residentes,1.5,""
2009-11-01,Litoral,No residentes,2.1,""
2009-11-01,Norte,Total,1.7,""
2009-11-01,Norte,Residentes,1.7,""
2009-11-01,Norte,No residentes,1.7,""
2009-11-01,Patagonia,Total,2.2,""
2009-11-01,Patagonia,Residentes,2.4,""
2009-11-01,Patagonia,No residentes,2.1,""
2009-12-01,Buenos Aires,Total,2.9,""
2009-12-01,Buenos Aires,Residentes,2.9,""
2009-12-01,Buenos Aires,No residentes,2.8,""
2009-12-01,CABA,Total,2.4,""
2009-12-01,CABA,Residentes,2.3,""
2009-12-01,CABA,No residentes,2.5,""
2009-12-01,Cuyo,Total,1.9,""
2009-12-01,Cuyo,Residentes,1.8,""
2009-12-01,Cuyo,No residentes,2.3,""
2009-12-01,Córdoba,Total,2.4,""
2009-12-01,Córdoba,Residentes,2.4,""
2009-12-01,Córdoba,No residentes,2.6,""
2009-12-01,Litoral,Total,1.6,""
2009-12-01,Litoral,Residentes,1.5,""
2009-12-01,Litoral,No residentes,2,""
2009-12-01,Norte,Total,1.7,""
2009-12-01,Norte,Residentes,1.6,""
2009-12-01,Norte,No residentes,1.7,""
2009-12-01,Patagonia,Total,2.5,""
2009-12-01,Patagonia,Residentes,2.7,""
2009-12-01,Patagonia,No residentes,2.2,""
2010-01-01,Buenos Aires,Total,5.1,""
2010-01-01,Buenos Aires,Residentes,5.1,""
2010-01-01,Buenos Aires,No residentes,3.4,""
2010-01-01,CABA,Total,2.5,""
2010-01-01,CABA,Residentes,2.4,""
2010-01-01,CABA,No residentes,2.5,""
2010-01-01,Cuyo,Total,2.1,""
2010-01-01,Cuyo,Residentes,2.2,""
2010-01-01,Cuyo,No residentes,1.8,""
2010-01-01,Córdoba,Total,3.5,""
2010-01-01,Córdoba,Residentes,3.6,""
2010-01-01,Córdoba,No residentes,2.1,""
2010-01-01,Litoral,Total,2,""
2010-01-01,Litoral,Residentes,1.9,""
2010-01-01,Litoral,No residentes,2.1,""
2010-01-01,Norte,Total,1.7,""
2010-01-01,Norte,Residentes,1.7,""
2010-01-01,Norte,No residentes,1.8,""
2010-01-01,Patagonia,Total,2.5,""
2010-01-01,Patagonia,Residentes,2.7,""
2010-01-01,Patagonia,No residentes,2.3,""
2010-02-01,Buenos Aires,Total,4.8,""
2010-02-01,Buenos Aires,Residentes,4.9,""
2010-02-01,Buenos Aires,No residentes,3.1,""
2010-02-01,CABA,Total,2.5,""
2010-02-01,CABA,Residentes,2.5,""
2010-02-01,CABA,No residentes,2.5,""
2010-02-01,Cuyo,Total,2.1,""
2010-02-01,Cuyo,Residentes,2.2,""
2010-02-01,Cuyo,No residentes,2,""
2010-02-01,Córdoba,Total,3.3,""
2010-02-01,Córdoba,Residentes,3.4,""
2010-02-01,Córdoba,No residentes,2.4,""
2010-02-01,Litoral,Total,2,""
2010-02-01,Litoral,Residentes,2,""
2010-02-01,Litoral,No residentes,2,""
2010-02-01,Norte,Total,1.8,""
2010-02-01,Norte,Residentes,1.8,""
2010-02-01,Norte,No residentes,1.8,""
2010-02-01,Patagonia,Total,2.4,""
2010-02-01,Patagonia,Residentes,2.5,""
2010-02-01,Patagonia,No residentes,2.3,""
2010-03-01,Buenos Aires,Total,3.5,""
2010-03-01,Buenos Aires,Residentes,3.5,""
2010-03-01,Buenos Aires,No residentes,2.5,""
2010-03-01,CABA,Total,2.5,""
2010-03-01,CABA,Residentes,2.4,""
2010-03-01,CABA,No residentes,2.5,""
2010-03-01,Cuyo,Total,2,""
2010-03-01,Cuyo,Residentes,2,""
2010-03-01,Cuyo,No residentes,2.1,""
2010-03-01,Córdoba,Total,2.5,""
2010-03-01,Córdoba,Residentes,2.5,""
2010-03-01,Córdoba,No residentes,2.2,""
2010-03-01,Litoral,Total,1.6,""
2010-03-01,Litoral,Residentes,1.6,""
2010-03-01,Litoral,No residentes,1.9,""
2010-03-01,Norte,Total,1.7,""
2010-03-01,Norte,Residentes,1.7,""
2010-03-01,Norte,No residentes,1.7,""
2010-03-01,Patagonia,Total,2.3,""
2010-03-01,Patagonia,Residentes,2.3,""
2010-03-01,Patagonia,No residentes,2.3,""
2010-04-01,Buenos Aires,Total,2.7,""
2010-04-01,Buenos Aires,Residentes,2.7,""
2010-04-01,Buenos Aires,No residentes,2.8,""
2010-04-01,CABA,Total,2.6,""
2010-04-01,CABA,Residentes,2.5,""
2010-04-01,CABA,No residentes,2.6,""
2010-04-01,Cuyo,Total,2,""
2010-04-01,Cuyo,Residentes,2,""
2010-04-01,Cuyo,No residentes,2.1,""
2010-04-01,Córdoba,Total,2.4,""
2010-04-01,Córdoba,Residentes,2.4,""
2010-04-01,Córdoba,No residentes,2.2,""
2010-04-01,Litoral,Total,1.7,""
2010-04-01,Litoral,Residentes,1.6,""
2010-04-01,Litoral,No residentes,1.9,""
2010-04-01,Norte,Total,1.8,""
2010-04-01,Norte,Residentes,1.8,""
2010-04-01,Norte,No residentes,1.8,""
2010-04-01,Patagonia,Total,2.3,""
2010-04-01,Patagonia,Residentes,2.2,""
2010-04-01,Patagonia,No residentes,2.5,""
2010-05-01,Buenos Aires,Total,2.4,""
2010-05-01,Buenos Aires,Residentes,2.4,""
2010-05-01,Buenos Aires,No residentes,2.1,""
2010-05-01,CABA,Total,2.5,""
2010-05-01,CABA,Residentes,2.4,""
2010-05-01,CABA,No residentes,2.6,""
2010-05-01,Cuyo,Total,2,""
2010-05-01,Cuyo,Residentes,2,""
2010-05-01,Cuyo,No residentes,2,""
2010-05-01,Córdoba,Total,2.2,""
2010-05-01,Córdoba,Residentes,2.2,""
2010-05-01,Córdoba,No residentes,2.2,""
2010-05-01,Litoral,Total,1.7,""
2010-05-01,Litoral,Residentes,1.7,""
2010-05-01,Litoral,No residentes,2.1,""
2010-05-01,Norte,Total,1.8,""
2010-05-01,Norte,Residentes,1.8,""
2010-05-01,Norte,No residentes,1.8,""
2010-05-01,Patagonia,Total,2.2,""
2010-05-01,Patagonia,Residentes,2.2,""
2010-05-01,Patagonia,No residentes,2.4,""
2010-06-01,Buenos Aires,Total,2.2,""
2010-06-01,Buenos Aires,Residentes,2.2,""
2010-06-01,Buenos Aires,No residentes,1.7,""
2010-06-01,CABA,Total,2.4,""
2010-06-01,CABA,Residentes,2.3,""
2010-06-01,CABA,No residentes,2.6,""
2010-06-01,Cuyo,Total,1.9,""
2010-06-01,Cuyo,Residentes,1.9,""
2010-06-01,Cuyo,No residentes,2.1,""
2010-06-01,Córdoba,Total,1.9,""
2010-06-01,Córdoba,Residentes,1.9,""
2010-06-01,Córdoba,No residentes,2.2,""
2010-06-01,Litoral,Total,1.7,""
2010-06-01,Litoral,Residentes,1.6,""
2010-06-01,Litoral,No residentes,1.9,""
2010-06-01,Norte,Total,2,""
2010-06-01,Norte,Residentes,2.1,""
2010-06-01,Norte,No residentes,1.9,""
2010-06-01,Patagonia,Total,2.3,""
2010-06-01,Patagonia,Residentes,2.2,""
2010-06-01,Patagonia,No residentes,2.8,""
2010-07-01,Buenos Aires,Total,2.5,""
2010-07-01,Buenos Aires,Residentes,2.6,""
2010-07-01,Buenos Aires,No residentes,2.3,""
2010-07-01,CABA,Total,2.6,""
2010-07-01,CABA,Residentes,2.5,""
2010-07-01,CABA,No residentes,2.6,""
2010-07-01,Cuyo,Total,2,""
2010-07-01,Cuyo,Residentes,2,""
2010-07-01,Cuyo,No residentes,2.1,""
2010-07-01,Córdoba,Total,2.3,""
2010-07-01,Córdoba,Residentes,2.3,""
2010-07-01,Córdoba,No residentes,2.1,""
2010-07-01,Litoral,Total,1.8,""
2010-07-01,Litoral,Residentes,1.8,""
2010-07-01,Litoral,No residentes,1.9,""
2010-07-01,Norte,Total,2,""
2010-07-01,Norte,Residentes,2,""
2010-07-01,Norte,No residentes,1.7,""
2010-07-01,Patagonia,Total,3.3,""
2010-07-01,Patagonia,Residentes,3,""
2010-07-01,Patagonia,No residentes,3.8,""
2010-08-01,Buenos Aires,Total,2.3,""
2010-08-01,Buenos Aires,Residentes,2.3,""
2010-08-01,Buenos Aires,No residentes,2,""
2010-08-01,CABA,Total,2.5,""
2010-08-01,CABA,Residentes,2.4,""
2010-08-01,CABA,No residentes,2.5,""
2010-08-01,Cuyo,Total,1.9,""
2010-08-01,Cuyo,Residentes,1.9,""
2010-08-01,Cuyo,No residentes,2.1,""
2010-08-01,Córdoba,Total,2.1,""
2010-08-01,Córdoba,Residentes,2.1,""
2010-08-01,Córdoba,No residentes,2,""
2010-08-01,Litoral,Total,1.7,""
2010-08-01,Litoral,Residentes,1.6,""
2010-08-01,Litoral,No residentes,2.2,""
2010-08-01,Norte,Total,2,""
2010-08-01,Norte,Residentes,2,""
2010-08-01,Norte,No residentes,1.7,""
2010-08-01,Patagonia,Total,3.2,""
2010-08-01,Patagonia,Residentes,3.1,""
2010-08-01,Patagonia,No residentes,3.3,""
2010-09-01,Buenos Aires,Total,2.3,""
2010-09-01,Buenos Aires,Residentes,2.3,""
2010-09-01,Buenos Aires,No residentes,2.2,""
2010-09-01,CABA,Total,2.5,""
2010-09-01,CABA,Residentes,2.4,""
2010-09-01,CABA,No residentes,2.6,""
2010-09-01,Cuyo,Total,2,""
2010-09-01,Cuyo,Residentes,2,""
2010-09-01,Cuyo,No residentes,2.2,""
2010-09-01,Córdoba,Total,2,""
2010-09-01,Córdoba,Residentes,2,""
2010-09-01,Córdoba,No residentes,2.2,""
2010-09-01,Litoral,Total,1.7,""
2010-09-01,Litoral,Residentes,1.6,""
2010-09-01,Litoral,No residentes,2,""
2010-09-01,Norte,Total,1.8,""
2010-09-01,Norte,Residentes,1.8,""
2010-09-01,Norte,No residentes,1.8,""
2010-09-01,Patagonia,Total,2.8,""
2010-09-01,Patagonia,Residentes,2.8,""
2010-09-01,Patagonia,No residentes,2.7,""
2010-10-01,Buenos Aires,Total,2.5,""
2010-10-01,Buenos Aires,Residentes,2.6,""
2010-10-01,Buenos Aires,No residentes,1.8,""
2010-10-01,CABA,Total,2.5,""
2010-10-01,CABA,Residentes,2.5,""
2010-10-01,CABA,No residentes,2.5,""
2010-10-01,Cuyo,Total,2,""
2010-10-01,Cuyo,Residentes,2,""
2010-10-01,Cuyo,No residentes,2.2,""
2010-10-01,Córdoba,Total,2.3,""
2010-10-01,Córdoba,Residentes,2.3,""
2010-10-01,Córdoba,No residentes,2,""
2010-10-01,Litoral,Total,1.7,""
2010-10-01,Litoral,Residentes,1.6,""
2010-10-01,Litoral,No residentes,2,""
2010-10-01,Norte,Total,1.8,""
2010-10-01,Norte,Residentes,1.8,""
2010-10-01,Norte,No residentes,1.7,""
2010-10-01,Patagonia,Total,2.4,""
2010-10-01,Patagonia,Residentes,2.5,""
2010-10-01,Patagonia,No residentes,2.2,""
2010-11-01,Buenos Aires,Total,2.7,""
2010-11-01,Buenos Aires,Residentes,2.7,""
2010-11-01,Buenos Aires,No residentes,2,""
2010-11-01,CABA,Total,2.4,""
2010-11-01,CABA,Residentes,2.3,""
2010-11-01,CABA,No residentes,2.5,""
2010-11-01,Cuyo,Total,2,""
2010-11-01,Cuyo,Residentes,2,""
2010-11-01,Cuyo,No residentes,2,""
2010-11-01,Córdoba,Total,2.3,""
2010-11-01,Córdoba,Residentes,2.3,""
2010-11-01,Córdoba,No residentes,2.1,""
2010-11-01,Litoral,Total,1.7,""
2010-11-01,Litoral,Residentes,1.6,""
2010-11-01,Litoral,No residentes,2,""
2010-11-01,Norte,Total,1.7,""
2010-11-01,Norte,Residentes,1.8,""
2010-11-01,Norte,No residentes,1.6,""
2010-11-01,Patagonia,Total,2.1,""
2010-11-01,Patagonia,Residentes,2.2,""
2010-11-01,Patagonia,No residentes,2.1,""
2010-12-01,Buenos Aires,Total,3.1,""
2010-12-01,Buenos Aires,Residentes,3.2,""
2010-12-01,Buenos Aires,No residentes,2.4,""
2010-12-01,CABA,Total,2.4,""
2010-12-01,CABA,Residentes,2.3,""
2010-12-01,CABA,No residentes,2.5,""
2010-12-01,Cuyo,Total,2,""
2010-12-01,Cuyo,Residentes,2,""
2010-12-01,Cuyo,No residentes,2,""
2010-12-01,Córdoba,Total,2.4,""
2010-12-01,Córdoba,Residentes,2.5,""
2010-12-01,Córdoba,No residentes,2.1,""
2010-12-01,Litoral,Total,1.7,""
2010-12-01,Litoral,Residentes,1.6,""
2010-12-01,Litoral,No residentes,2,""
2010-12-01,Norte,Total,1.7,""
2010-12-01,Norte,Residentes,1.7,""
2010-12-01,Norte,No residentes,1.7,""
2010-12-01,Patagonia,Total,2.2,""
2010-12-01,Patagonia,Residentes,2.3,""
2010-12-01,Patagonia,No residentes,2.2,""
2011-01-01,Buenos Aires,Total,4.9,""
2011-01-01,Buenos Aires,Residentes,5,""
2011-01-01,Buenos Aires,No residentes,2.6,""
2011-01-01,CABA,Total,2.5,""
2011-01-01,CABA,Residentes,2.3,""
2011-01-01,CABA,No residentes,2.6,""
2011-01-01,Cuyo,Total,2.2,""
2011-01-01,Cuyo,Residentes,2.3,""
2011-01-01,Cuyo,No residentes,2,""
2011-01-01,Córdoba,Total,4.2,""
2011-01-01,Córdoba,Residentes,4.2,""
2011-01-01,Córdoba,No residentes,2.4,""
2011-01-01,Litoral,Total,1.9,""
2011-01-01,Litoral,Residentes,1.9,""
2011-01-01,Litoral,No residentes,2.1,""
2011-01-01,Norte,Total,1.8,""
2011-01-01,Norte,Residentes,1.8,""
2011-01-01,Norte,No residentes,1.7,""
2011-01-01,Patagonia,Total,2.5,""
2011-01-01,Patagonia,Residentes,2.6,""
2011-01-01,Patagonia,No residentes,2.2,""
2011-02-01,Buenos Aires,Total,4.7,""
2011-02-01,Buenos Aires,Residentes,4.7,""
2011-02-01,Buenos Aires,No residentes,3.3,""
2011-02-01,CABA,Total,2.4,""
2011-02-01,CABA,Residentes,2.3,""
2011-02-01,CABA,No residentes,2.4,""
2011-02-01,Cuyo,Total,2.1,""
2011-02-01,Cuyo,Residentes,2.2,""
2011-02-01,Cuyo,No residentes,1.9,""
2011-02-01,Córdoba,Total,3.9,""
2011-02-01,Córdoba,Residentes,4,""
2011-02-01,Córdoba,No residentes,2.1,""
2011-02-01,Litoral,Total,1.9,""
2011-02-01,Litoral,Residentes,1.9,""
2011-02-01,Litoral,No residentes,2,""
2011-02-01,Norte,Total,1.9,""
2011-02-01,Norte,Residentes,1.9,""
2011-02-01,Norte,No residentes,1.7,""
2011-02-01,Patagonia,Total,2.4,""
2011-02-01,Patagonia,Residentes,2.6,""
2011-02-01,Patagonia,No residentes,2.2,""
2011-03-01,Buenos Aires,Total,3.5,""
2011-03-01,Buenos Aires,Residentes,3.5,""
2011-03-01,Buenos Aires,No residentes,2.6,""
2011-03-01,CABA,Total,2.4,""
2011-03-01,CABA,Residentes,2.3,""
2011-03-01,CABA,No residentes,2.4,""
2011-03-01,Cuyo,Total,2.1,""
2011-03-01,Cuyo,Residentes,2.1,""
2011-03-01,Cuyo,No residentes,1.9,""
2011-03-01,Córdoba,Total,3,""
2011-03-01,Córdoba,Residentes,3.1,""
2011-03-01,Córdoba,No residentes,1.9,""
2011-03-01,Litoral,Total,1.7,""
2011-03-01,Litoral,Residentes,1.7,""
2011-03-01,Litoral,No residentes,2,""
2011-03-01,Norte,Total,1.7,""
2011-03-01,Norte,Residentes,1.7,""
2011-03-01,Norte,No residentes,1.8,""
2011-03-01,Patagonia,Total,2.2,""
2011-03-01,Patagonia,Residentes,2.2,""
2011-03-01,Patagonia,No residentes,2.1,""
2011-04-01,Buenos Aires,Total,2.7,""
2011-04-01,Buenos Aires,Residentes,2.7,""
2011-04-01,Buenos Aires,No residentes,2.2,""
2011-04-01,CABA,Total,2.4,""
2011-04-01,CABA,Residentes,2.3,""
2011-04-01,CABA,No residentes,2.4,""
2011-04-01,Cuyo,Total,2.1,""
2011-04-01,Cuyo,Residentes,2.1,""
2011-04-01,Cuyo,No residentes,2.1,""
2011-04-01,Córdoba,Total,2.5,""
2011-04-01,Córdoba,Residentes,2.5,""
2011-04-01,Córdoba,No residentes,2.1,""
2011-04-01,Litoral,Total,1.7,""
2011-04-01,Litoral,Residentes,1.7,""
2011-04-01,Litoral,No residentes,2,""
2011-04-01,Norte,Total,1.7,""
2011-04-01,Norte,Residentes,1.7,""
2011-04-01,Norte,No residentes,1.7,""
2011-04-01,Patagonia,Total,2.1,""
2011-04-01,Patagonia,Residentes,2.1,""
2011-04-01,Patagonia,No residentes,2.3,""
2011-05-01,Buenos Aires,Total,2.3,""
2011-05-01,Buenos Aires,Residentes,2.3,""
2011-05-01,Buenos Aires,No residentes,1.9,""
2011-05-01,CABA,Total,2.4,""
2011-05-01,CABA,Residentes,2.3,""
2011-05-01,CABA,No residentes,2.4,""
2011-05-01,Cuyo,Total,2,""
2011-05-01,Cuyo,Residentes,1.9,""
2011-05-01,Cuyo,No residentes,2.2,""
2011-05-01,Córdoba,Total,2.2,""
2011-05-01,Córdoba,Residentes,2.2,""
2011-05-01,Córdoba,No residentes,2.1,""
2011-05-01,Litoral,Total,1.6,""
2011-05-01,Litoral,Residentes,1.5,""
2011-05-01,Litoral,No residentes,2,""
2011-05-01,Norte,Total,1.8,""
2011-05-01,Norte,Residentes,1.8,""
2011-05-01,Norte,No residentes,1.8,""
2011-05-01,Patagonia,Total,2,""
2011-05-01,Patagonia,Residentes,2,""
2011-05-01,Patagonia,No residentes,2.2,""
2011-06-01,Buenos Aires,Total,2.2,""
2011-06-01,Buenos Aires,Residentes,2.2,""
2011-06-01,Buenos Aires,No residentes,1.8,""
2011-06-01,CABA,Total,2.4,""
2011-06-01,CABA,Residentes,2.3,""
2011-06-01,CABA,No residentes,2.5,""
2011-06-01,Cuyo,Total,1.9,""
2011-06-01,Cuyo,Residentes,1.9,""
2011-06-01,Cuyo,No residentes,1.9,""
2011-06-01,Córdoba,Total,2.5,""
2011-06-01,Córdoba,Residentes,2.5,""
2011-06-01,Córdoba,No residentes,1.8,""
2011-06-01,Litoral,Total,1.6,""
2011-06-01,Litoral,Residentes,1.5,""
2011-06-01,Litoral,No residentes,1.9,""
2011-06-01,Norte,Total,1.8,""
2011-06-01,Norte,Residentes,1.8,""
2011-06-01,Norte,No residentes,1.8,""
2011-06-01,Patagonia,Total,2,""
2011-06-01,Patagonia,Residentes,1.9,""
2011-06-01,Patagonia,No residentes,2.2,""
2011-07-01,Buenos Aires,Total,2.6,""
2011-07-01,Buenos Aires,Residentes,2.6,""
2011-07-01,Buenos Aires,No residentes,2.5,""
2011-07-01,CABA,Total,2.5,""
2011-07-01,CABA,Residentes,2.4,""
2011-07-01,CABA,No residentes,2.6,""
2011-07-01,Cuyo,Total,2.1,""
2011-07-01,Cuyo,Residentes,2.1,""
2011-07-01,Cuyo,No residentes,2.2,""
2011-07-01,Córdoba,Total,2.6,""
2011-07-01,Córdoba,Residentes,2.6,""
2011-07-01,Córdoba,No residentes,1.9,""
2011-07-01,Litoral,Total,1.7,""
2011-07-01,Litoral,Residentes,1.7,""
2011-07-01,Litoral,No residentes,1.9,""
2011-07-01,Norte,Total,1.9,""
2011-07-01,Norte,Residentes,1.9,""
2011-07-01,Norte,No residentes,1.8,""
2011-07-01,Patagonia,Total,2.7,""
2011-07-01,Patagonia,Residentes,2.6,""
2011-07-01,Patagonia,No residentes,3,""
2011-08-01,Buenos Aires,Total,2.4,""
2011-08-01,Buenos Aires,Residentes,2.4,""
2011-08-01,Buenos Aires,No residentes,3.4,""
2011-08-01,CABA,Total,2.4,""
2011-08-01,CABA,Residentes,2.4,""
2011-08-01,CABA,No residentes,2.5,""
2011-08-01,Cuyo,Total,1.9,""
2011-08-01,Cuyo,Residentes,1.9,""
2011-08-01,Cuyo,No residentes,2,""
2011-08-01,Córdoba,Total,2.3,""
2011-08-01,Córdoba,Residentes,2.3,""
2011-08-01,Córdoba,No residentes,2,""
2011-08-01,Litoral,Total,1.6,""
2011-08-01,Litoral,Residentes,1.6,""
2011-08-01,Litoral,No residentes,1.9,""
2011-08-01,Norte,Total,1.9,""
2011-08-01,Norte,Residentes,1.9,""
2011-08-01,Norte,No residentes,1.7,""
2011-08-01,Patagonia,Total,2.9,""
2011-08-01,Patagonia,Residentes,2.9,""
2011-08-01,Patagonia,No residentes,2.9,""
2011-09-01,Buenos Aires,Total,2.4,""
2011-09-01,Buenos Aires,Residentes,2.4,""
2011-09-01,Buenos Aires,No residentes,2.4,""
2011-09-01,CABA,Total,2.4,""
2011-09-01,CABA,Residentes,2.3,""
2011-09-01,CABA,No residentes,2.5,""
2011-09-01,Cuyo,Total,2,""
2011-09-01,Cuyo,Residentes,2,""
2011-09-01,Cuyo,No residentes,2,""
2011-09-01,Córdoba,Total,2.3,""
2011-09-01,Córdoba,Residentes,2.3,""
2011-09-01,Córdoba,No residentes,2,""
2011-09-01,Litoral,Total,1.6,""
2011-09-01,Litoral,Residentes,1.6,""
2011-09-01,Litoral,No residentes,1.9,""
2011-09-01,Norte,Total,1.8,""
2011-09-01,Norte,Residentes,1.9,""
2011-09-01,Norte,No residentes,1.6,""
2011-09-01,Patagonia,Total,3,""
2011-09-01,Patagonia,Residentes,3,""
2011-09-01,Patagonia,No residentes,3,""
2011-10-01,Buenos Aires,Total,2.6,""
2011-10-01,Buenos Aires,Residentes,2.6,""
2011-10-01,Buenos Aires,No residentes,1.9,""
2011-10-01,CABA,Total,2.4,""
2011-10-01,CABA,Residentes,2.3,""
2011-10-01,CABA,No residentes,2.5,""
2011-10-01,Cuyo,Total,2,""
2011-10-01,Cuyo,Residentes,2,""
2011-10-01,Cuyo,No residentes,2,""
2011-10-01,Córdoba,Total,2.4,""
2011-10-01,Córdoba,Residentes,2.4,""
2011-10-01,Córdoba,No residentes,1.9,""
2011-10-01,Litoral,Total,1.6,""
2011-10-01,Litoral,Residentes,1.6,""
2011-10-01,Litoral,No residentes,1.9,""
2011-10-01,Norte,Total,1.7,""
2011-10-01,Norte,Residentes,1.8,""
2011-10-01,Norte,No residentes,1.6,""
2011-10-01,Patagonia,Total,2.4,""
2011-10-01,Patagonia,Residentes,2.5,""
2011-10-01,Patagonia,No residentes,2.2,""
2011-11-01,Buenos Aires,Total,2.9,""
2011-11-01,Buenos Aires,Residentes,2.9,""
