indice_tiempo,region_de_destino,origen_viajeros,estadia_media_en_noches,observaciones
2012-06-01,Patagonia,Total,2.1,""
2012-06-01,Patagonia,Residentes,2,""
2012-06-01,Patagonia,No residentes,2.5,""
2012-07-01,Buenos Aires,Total,2.7,""
2012-07-01,Buenos Aires,Residentes,2.7,""
2012-07-01,Buenos Aires,No residentes,3.3,""
2012-07-01,CABA,Total,2.5,""
2012-07-01,CABA,Residentes,2.4,""
2012-07-01,CABA,No residentes,2.6,""
2012-07-01,Cuyo,Total,2.1,""
2012-07-01,Cuyo,Residentes,2.1,""
2012-07-01,Cuyo,No residentes,2,""
2012-07-01,Córdoba,Total,2.3,""
2012-07-01,Córdoba,Residentes,2.4,""
2012-07-01,Córdoba,No residentes,1.9,""
2012-07-01,Litoral,Total,1.8,""
2012-07-01,Litoral,Residentes,1.8,""
2012-07-01,Litoral,No residentes,1.9,""
2012-07-01,Norte,Total,1.9,""
2012-07-01,Norte,Residentes,1.9,""
2012-07-01,Norte,No residentes,1.8,""
2012-07-01,Patagonia,Total,3,""
2012-07-01,Patagonia,Residentes,2.7,""
2012-07-01,Patagonia,No residentes,4,""
2012-08-01,Buenos Aires,Total,2.3,""
2012-08-01,Buenos Aires,Residentes,2.3,""
2012-08-01,Buenos Aires,No residentes,2.7,""
2012-08-01,CABA,Total,2.4,""
2012-08-01,CABA,Residentes,2.3,""
2012-08-01,CABA,No residentes,2.4,""
2012-08-01,Cuyo,Total,2,""
2012-08-01,Cuyo,Residentes,2,""
2012-08-01,Cuyo,No residentes,2,""
2012-08-01,Córdoba,Total,1.8,""
2012-08-01,Córdoba,Residentes,1.8,""
2012-08-01,Córdoba,No residentes,1.8,""
2012-08-01,Litoral,Total,1.7,""
2012-08-01,Litoral,Residentes,1.7,""
2012-08-01,Litoral,No residentes,1.8,""
2012-08-01,Norte,Total,2.1,""
2012-08-01,Norte,Residentes,2.1,""
2012-08-01,Norte,No residentes,1.7,""
2012-08-01,Patagonia,Total,3.1,""
2012-08-01,Patagonia,Residentes,3,""
2012-08-01,Patagonia,No residentes,3.3,""
2012-09-01,Buenos Aires,Total,2.5,""
2012-09-01,Buenos Aires,Residentes,2.5,""
2012-09-01,Buenos Aires,No residentes,2.4,""
2012-09-01,CABA,Total,2.4,""
2012-09-01,CABA,Residentes,2.3,""
2012-09-01,CABA,No residentes,2.5,""
2012-09-01,Cuyo,Total,2,""
2012-09-01,Cuyo,Residentes,2.1,""
2012-09-01,Cuyo,No residentes,2,""
2012-09-01,Córdoba,Total,1.9,""
2012-09-01,Córdoba,Residentes,1.8,""
2012-09-01,Córdoba,No residentes,1.9,""
2012-09-01,Litoral,Total,1.7,""
2012-09-01,Litoral,Residentes,1.7,""
2012-09-01,Litoral,No residentes,1.7,""
2012-09-01,Norte,Total,1.9,""
2012-09-01,Norte,Residentes,2,""
2012-09-01,Norte,No residentes,1.8,""
2012-09-01,Patagonia,Total,3,""
2012-09-01,Patagonia,Residentes,2.9,""
2012-09-01,Patagonia,No residentes,3,""
2012-10-01,Buenos Aires,Total,2.6,""
2012-10-01,Buenos Aires,Residentes,2.6,""
2012-10-01,Buenos Aires,No residentes,1.6,""
2012-10-01,CABA,Total,2.4,""
2012-10-01,CABA,Residentes,2.4,""
2012-10-01,CABA,No residentes,2.5,""
2012-10-01,Cuyo,Total,2.1,""
2012-10-01,Cuyo,Residentes,2.1,""
2012-10-01,Cuyo,No residentes,1.9,""
2012-10-01,Córdoba,Total,2.1,""
2012-10-01,Córdoba,Residentes,2.1,""
2012-10-01,Córdoba,No residentes,2.1,""
2012-10-01,Litoral,Total,1.7,""
2012-10-01,Litoral,Residentes,1.7,""
2012-10-01,Litoral,No residentes,1.9,""
2012-10-01,Norte,Total,1.8,""
2012-10-01,Norte,Residentes,1.8,""
2012-10-01,Norte,No residentes,1.7,""
2012-10-01,Patagonia,Total,2.6,""
2012-10-01,Patagonia,Residentes,2.7,""
2012-10-01,Patagonia,No residentes,2.4,""
2012-11-01,Buenos Aires,Total,2.7,""
2012-11-01,Buenos Aires,Residentes,2.7,""
2012-11-01,Buenos Aires,No residentes,2,""
2012-11-01,CABA,Total,2.4,""
2012-11-01,CABA,Residentes,2.3,""
2012-11-01,CABA,No residentes,2.4,""
2012-11-01,Cuyo,Total,2,""
2012-11-01,Cuyo,Residentes,2,""
2012-11-01,Cuyo,No residentes,1.9,""
2012-11-01,Córdoba,Total,2.1,""
2012-11-01,Córdoba,Residentes,2.1,""
2012-11-01,Córdoba,No residentes,1.7,""
2012-11-01,Litoral,Total,1.7,""
2012-11-01,Litoral,Residentes,1.7,""
2012-11-01,Litoral,No residentes,1.9,""
2012-11-01,Norte,Total,1.7,""
2012-11-01,Norte,Residentes,1.7,""
2012-11-01,Norte,No residentes,1.7,""
2012-11-01,Patagonia,Total,2.2,""
2012-11-01,Patagonia,Residentes,2.2,""
2012-11-01,Patagonia,No residentes,2.2,""
2012-12-01,Buenos Aires,Total,3.3,""
2012-12-01,Buenos Aires,Residentes,3.3,""
2012-12-01,Buenos Aires,No residentes,2.4,""
2012-12-01,CABA,Total,2.4,""
2012-12-01,CABA,Residentes,2.4,""
2012-12-01,CABA,No residentes,2.5,""
2012-12-01,Cuyo,Total,2,""
2012-12-01,Cuyo,Residentes,2,""
2012-12-01,Cuyo,No residentes,1.8,""
2012-12-01,Córdoba,Total,2.3,""
2012-12-01,Córdoba,Residentes,2.3,""
2012-12-01,Córdoba,No residentes,2,""
2012-12-01,Litoral,Total,1.6,""
2012-12-01,Litoral,Residentes,1.6,""
2012-12-01,Litoral,No residentes,1.9,""
2012-12-01,Norte,Total,1.7,""
2012-12-01,Norte,Residentes,1.7,""
2012-12-01,Norte,No residentes,1.7,""
2012-12-01,Patagonia,Total,2.4,""
2012-12-01,Patagonia,Residentes,2.4,""
2012-12-01,Patagonia,No residentes,2.3,""
2013-01-01,Buenos Aires,Total,4.8,""
2013-01-01,Buenos Aires,Residentes,4.9,""
2013-01-01,Buenos Aires,No residentes,2.6,""
2013-01-01,CABA,Total,2.4,""
2013-01-01,CABA,Residentes,2.4,""
2013-01-01,CABA,No residentes,2.5,""
2013-01-01,Cuyo,Total,2.3,""
2013-01-01,Cuyo,Residentes,2.4,""
2013-01-01,Cuyo,No residentes,2,""
2013-01-01,Córdoba,Total,3.7,""
2013-01-01,Córdoba,Residentes,3.8,""
2013-01-01,Córdoba,No residentes,2.2,""
2013-01-01,Litoral,Total,1.9,""
2013-01-01,Litoral,Residentes,1.9,""
2013-01-01,Litoral,No residentes,1.9,""
2013-01-01,Norte,Total,1.8,""
2013-01-01,Norte,Residentes,1.8,""
2013-01-01,Norte,No residentes,1.8,""
2013-01-01,Patagonia,Total,2.6,""
2013-01-01,Patagonia,Residentes,2.7,""
2013-01-01,Patagonia,No residentes,2.3,""
2013-02-01,Buenos Aires,Total,4.8,""
2013-02-01,Buenos Aires,Residentes,4.8,""
2013-02-01,Buenos Aires,No residentes,2.3,""
2013-02-01,CABA,Total,2.3,""
2013-02-01,CABA,Residentes,2.3,""
2013-02-01,CABA,No residentes,2.4,""
2013-02-01,Cuyo,Total,2.3,""
2013-02-01,Cuyo,Residentes,2.3,""
2013-02-01,Cuyo,No residentes,2.2,""
2013-02-01,Córdoba,Total,3.5,""
2013-02-01,Córdoba,Residentes,3.5,""
2013-02-01,Córdoba,No residentes,2.3,""
2013-02-01,Litoral,Total,1.9,""
2013-02-01,Litoral,Residentes,1.9,""
2013-02-01,Litoral,No residentes,1.8,""
2013-02-01,Norte,Total,1.9,""
2013-02-01,Norte,Residentes,1.9,""
2013-02-01,Norte,No residentes,1.8,""
2013-02-01,Patagonia,Total,2.4,""
2013-02-01,Patagonia,Residentes,2.5,""
2013-02-01,Patagonia,No residentes,2.4,""
2013-03-01,Buenos Aires,Total,3.6,""
2013-03-01,Buenos Aires,Residentes,3.6,""
2013-03-01,Buenos Aires,No residentes,2.1,""
2013-03-01,CABA,Total,2.4,""
2013-03-01,CABA,Residentes,2.4,""
2013-03-01,CABA,No residentes,2.4,""
2013-03-01,Cuyo,Total,2.2,""
2013-03-01,Cuyo,Residentes,2.2,""
2013-03-01,Cuyo,No residentes,2.1,""
2013-03-01,Córdoba,Total,2.8,""
2013-03-01,Córdoba,Residentes,2.8,""
2013-03-01,Córdoba,No residentes,2.2,""
2013-03-01,Litoral,Total,1.7,""
2013-03-01,Litoral,Residentes,1.7,""
2013-03-01,Litoral,No residentes,1.9,""
2013-03-01,Norte,Total,1.8,""
2013-03-01,Norte,Residentes,1.7,""
2013-03-01,Norte,No residentes,1.8,""
2013-03-01,Patagonia,Total,2.3,""
2013-03-01,Patagonia,Residentes,2.3,""
2013-03-01,Patagonia,No residentes,2.3,""
2013-04-01,Buenos Aires,Total,2.4,""
2013-04-01,Buenos Aires,Residentes,2.4,""
2013-04-01,Buenos Aires,No residentes,2.3,""
2013-04-01,CABA,Total,2.4,""
2013-04-01,CABA,Residentes,2.3,""
2013-04-01,CABA,No residentes,2.4,""
2013-04-01,Cuyo,Total,2,""
2013-04-01,Cuyo,Residentes,2,""
2013-04-01,Cuyo,No residentes,2,""
2013-04-01,Córdoba,Total,2.1,""
2013-04-01,Córdoba,Residentes,2.1,""
2013-04-01,Córdoba,No residentes,2.1,""
2013-04-01,Litoral,Total,1.7,""
2013-04-01,Litoral,Residentes,1.6,""
2013-04-01,Litoral,No residentes,1.8,""
2013-04-01,Norte,Total,1.8,""
2013-04-01,Norte,Residentes,1.8,""
2013-04-01,Norte,No residentes,1.7,""
2013-04-01,Patagonia,Total,2.2,""
2013-04-01,Patagonia,Residentes,2.1,""
2013-04-01,Patagonia,No residentes,2.3,""
2013-05-01,Buenos Aires,Total,2.3,""
2013-05-01,Buenos Aires,Residentes,2.3,""
2013-05-01,Buenos Aires,No residentes,2,""
2013-05-01,CABA,Total,2.4,""
2013-05-01,CABA,Residentes,2.3,""
2013-05-01,CABA,No residentes,2.5,""
2013-05-01,Cuyo,Total,2,""
2013-05-01,Cuyo,Residentes,2,""
2013-05-01,Cuyo,No residentes,2,""
2013-05-01,Córdoba,Total,2,""
2013-05-01,Córdoba,Residentes,2,""
2013-05-01,Córdoba,No residentes,2.1,""
2013-05-01,Litoral,Total,1.6,""
2013-05-01,Litoral,Residentes,1.6,""
2013-05-01,Litoral,No residentes,1.7,""
2013-05-01,Norte,Total,1.9,""
2013-05-01,Norte,Residentes,1.9,""
2013-05-01,Norte,No residentes,1.7,""
2013-05-01,Patagonia,Total,2,""
2013-05-01,Patagonia,Residentes,2,""
2013-05-01,Patagonia,No residentes,2.4,""
2013-06-01,Buenos Aires,Total,2.4,""
2013-06-01,Buenos Aires,Residentes,2.4,""
2013-06-01,Buenos Aires,No residentes,2.1,""
2013-06-01,CABA,Total,2.4,""
2013-06-01,CABA,Residentes,2.3,""
2013-06-01,CABA,No residentes,2.5,""
2013-06-01,Cuyo,Total,2,""
2013-06-01,Cuyo,Residentes,2,""
2013-06-01,Cuyo,No residentes,2.1,""
2013-06-01,Córdoba,Total,2.1,""
2013-06-01,Córdoba,Residentes,2.1,""
2013-06-01,Córdoba,No residentes,2.2,""
2013-06-01,Litoral,Total,1.6,""
2013-06-01,Litoral,Residentes,1.6,""
2013-06-01,Litoral,No residentes,1.8,""
2013-06-01,Norte,Total,2,""
2013-06-01,Norte,Residentes,2.1,""
2013-06-01,Norte,No residentes,1.7,""
2013-06-01,Patagonia,Total,2.3,""
2013-06-01,Patagonia,Residentes,2.2,""
2013-06-01,Patagonia,No residentes,2.6,""
2013-07-01,Buenos Aires,Total,2.7,""
2013-07-01,Buenos Aires,Residentes,2.7,""
2013-07-01,Buenos Aires,No residentes,2,""
2013-07-01,CABA,Total,2.6,""
2013-07-01,CABA,Residentes,2.5,""
2013-07-01,CABA,No residentes,2.7,""
2013-07-01,Cuyo,Total,2.2,""
2013-07-01,Cuyo,Residentes,2.2,""
2013-07-01,Cuyo,No residentes,2.1,""
2013-07-01,Córdoba,Total,2.4,""
2013-07-01,Córdoba,Residentes,2.4,""
2013-07-01,Córdoba,No residentes,2.3,""
2013-07-01,Litoral,Total,1.7,""
2013-07-01,Litoral,Residentes,1.7,""
2013-07-01,Litoral,No residentes,1.8,""
2013-07-01,Norte,Total,1.9,""
2013-07-01,Norte,Residentes,1.9,""
2013-07-01,Norte,No residentes,1.7,""
2013-07-01,Patagonia,Total,3.1,""
2013-07-01,Patagonia,Residentes,3,""
2013-07-01,Patagonia,No residentes,3.6,""
2013-08-01,Buenos Aires,Total,2.3,""
2013-08-01,Buenos Aires,Residentes,2.3,""
2013-08-01,Buenos Aires,No residentes,1.8,""
2013-08-01,CABA,Total,2.5,""
2013-08-01,CABA,Residentes,2.4,""
2013-08-01,CABA,No residentes,2.6,""
2013-08-01,Cuyo,Total,2.1,""
2013-08-01,Cuyo,Residentes,2.1,""
2013-08-01,Cuyo,No residentes,2.1,""
2013-08-01,Córdoba,Total,2,""
2013-08-01,Córdoba,Residentes,2,""
2013-08-01,Córdoba,No residentes,2.2,""
2013-08-01,Litoral,Total,1.6,""
2013-08-01,Litoral,Residentes,1.6,""
2013-08-01,Litoral,No residentes,1.7,""
2013-08-01,Norte,Total,1.9,""
2013-08-01,Norte,Residentes,2,""
2013-08-01,Norte,No residentes,1.7,""
2013-08-01,Patagonia,Total,3.1,""
2013-08-01,Patagonia,Residentes,3,""
2013-08-01,Patagonia,No residentes,3.3,""
2013-09-01,Buenos Aires,Total,2.5,""
2013-09-01,Buenos Aires,Residentes,2.5,""
2013-09-01,Buenos Aires,No residentes,1.8,""
2013-09-01,CABA,Total,2.5,""
2013-09-01,CABA,Residentes,2.4,""
2013-09-01,CABA,No residentes,2.6,""
2013-09-01,Cuyo,Total,2,""
2013-09-01,Cuyo,Residentes,2,""
2013-09-01,Cuyo,No residentes,2.1,""
2013-09-01,Córdoba,Total,2,""
2013-09-01,Córdoba,Residentes,2,""
2013-09-01,Córdoba,No residentes,2.2,""
2013-09-01,Litoral,Total,1.7,""
2013-09-01,Litoral,Residentes,1.7,""
2013-09-01,Litoral,No residentes,1.9,""
2013-09-01,Norte,Total,1.9,""
2013-09-01,Norte,Residentes,1.9,""
2013-09-01,Norte,No residentes,1.6,""
2013-09-01,Patagonia,Total,3,""
2013-09-01,Patagonia,Residentes,3,""
2013-09-01,Patagonia,No residentes,3,""
2013-10-01,Buenos Aires,Total,2.6,""
2013-10-01,Buenos Aires,Residentes,2.6,""
2013-10-01,Buenos Aires,No residentes,2,""
2013-10-01,CABA,Total,2.5,""
2013-10-01,CABA,Residentes,2.4,""
2013-10-01,CABA,No residentes,2.6,""
2013-10-01,Cuyo,Total,2.1,""
2013-10-01,Cuyo,Residentes,2.1,""
2013-10-01,Cuyo,No residentes,2,""
2013-10-01,Córdoba,Total,2.3,""
2013-10-01,Córdoba,Residentes,2.3,""
2013-10-01,Córdoba,No residentes,2.4,""
2013-10-01,Litoral,Total,1.7,""
2013-10-01,Litoral,Residentes,1.7,""
2013-10-01,Litoral,No residentes,1.8,""
2013-10-01,Norte,Total,1.7,""
2013-10-01,Norte,Residentes,1.7,""
2013-10-01,Norte,No residentes,1.7,""
2013-10-01,Patagonia,Total,2.5,""
2013-10-01,Patagonia,Residentes,2.6,""
2013-10-01,Patagonia,No residentes,2.3,""
2013-11-01,Buenos Aires,Total,3,""
2013-11-01,Buenos Aires,Residentes,3,""
2013-11-01,Buenos Aires,No residentes,3,""
2013-11-01,CABA,Total,2.5,""
2013-11-01,CABA,Residentes,2.4,""
2013-11-01,CABA,No residentes,2.6,""
2013-11-01,Cuyo,Total,2,""
2013-11-01,Cuyo,Residentes,2.1,""
2013-11-01,Cuyo,No residentes,2,""
2013-11-01,Córdoba,Total,2.3,""
2013-11-01,Córdoba,Residentes,2.3,""
2013-11-01,Córdoba,No residentes,2.2,""
2013-11-01,Litoral,Total,1.7,""
2013-11-01,Litoral,Residentes,1.6,""
2013-11-01,Litoral,No residentes,1.8,""
2013-11-01,Norte,Total,1.7,""
2013-11-01,Norte,Residentes,1.7,""
2013-11-01,Norte,No residentes,1.8,""
2013-11-01,Patagonia,Total,2.2,""
2013-11-01,Patagonia,Residentes,2.2,""
2013-11-01,Patagonia,No residentes,2.2,""
2013-12-01,Buenos Aires,Total,3.1,""
2013-12-01,Buenos Aires,Residentes,3.1,""
2013-12-01,Buenos Aires,No residentes,2.3,""
2013-12-01,CABA,Total,2.4,""
2013-12-01,CABA,Residentes,2.3,""
2013-12-01,CABA,No residentes,2.5,""
2013-12-01,Cuyo,Total,2,""
2013-12-01,Cuyo,Residentes,2,""
2013-12-01,Cuyo,No residentes,2,""
2013-12-01,Córdoba,Total,2.6,""
2013-12-01,Córdoba,Residentes,2.6,""
2013-12-01,Córdoba,No residentes,2.5,""
2013-12-01,Litoral,Total,1.7,""
2013-12-01,Litoral,Residentes,1.7,""
2013-12-01,Litoral,No residentes,1.9,""
2013-12-01,Norte,Total,1.7,""
2013-12-01,Norte,Residentes,1.7,""
2013-12-01,Norte,No residentes,1.7,""
2013-12-01,Patagonia,Total,2.6,""
2013-12-01,Patagonia,Residentes,2.6,""
2013-12-01,Patagonia,No residentes,2.5,""
2014-01-01,Buenos Aires,Total,4.8,""
2014-01-01,Buenos Aires,Residentes,4.8,""
2014-01-01,Buenos Aires,No residentes,2.7,""
2014-01-01,CABA,Total,2.5,""
2014-01-01,CABA,Residentes,2.3,""
2014-01-01,CABA,No residentes,2.6,""
2014-01-01,Cuyo,Total,2.4,""
2014-01-01,Cuyo,Residentes,2.5,""
2014-01-01,Cuyo,No residentes,2,""
2014-01-01,Córdoba,Total,3.5,""
2014-01-01,Córdoba,Residentes,3.5,""
2014-01-01,Córdoba,No residentes,2.5,""
2014-01-01,Litoral,Total,2,""
2014-01-01,Litoral,Residentes,2,""
2014-01-01,Litoral,No residentes,1.9,""
2014-01-01,Norte,Total,1.8,""
2014-01-01,Norte,Residentes,1.8,""
2014-01-01,Norte,No residentes,1.8,""
2014-01-01,Patagonia,Total,2.6,""
2014-01-01,Patagonia,Residentes,2.7,""
2014-01-01,Patagonia,No residentes,2.3,""
2014-02-01,Buenos Aires,Total,4.6,""
2014-02-01,Buenos Aires,Residentes,4.7,""
2014-02-01,Buenos Aires,No residentes,2.7,""
2014-02-01,CABA,Total,2.3,""
2014-02-01,CABA,Residentes,2.3,""
2014-02-01,CABA,No residentes,2.4,""
2014-02-01,Cuyo,Total,2.3,""
2014-02-01,Cuyo,Residentes,2.3,""
2014-02-01,Cuyo,No residentes,2,""
2014-02-01,Córdoba,Total,3.3,""
2014-02-01,Córdoba,Residentes,3.3,""
2014-02-01,Córdoba,No residentes,2.5,""
2014-02-01,Litoral,Total,1.9,""
2014-02-01,Litoral,Residentes,1.9,""
2014-02-01,Litoral,No residentes,1.8,""
2014-02-01,Norte,Total,1.7,""
2014-02-01,Norte,Residentes,1.7,""
2014-02-01,Norte,No residentes,1.8,""
2014-02-01,Patagonia,Total,2.5,""
2014-02-01,Patagonia,Residentes,2.6,""
2014-02-01,Patagonia,No residentes,2.4,""
2014-03-01,Buenos Aires,Total,3.3,""
2014-03-01,Buenos Aires,Residentes,3.4,""
2014-03-01,Buenos Aires,No residentes,2,""
2014-03-01,CABA,Total,2.4,""
2014-03-01,CABA,Residentes,2.3,""
2014-03-01,CABA,No residentes,2.5,""
2014-03-01,Cuyo,Total,2.2,""
2014-03-01,Cuyo,Residentes,2.2,""
2014-03-01,Cuyo,No residentes,2,""
2014-03-01,Córdoba,Total,2.7,""
2014-03-01,Córdoba,Residentes,2.7,""
2014-03-01,Córdoba,No residentes,2.4,""
2014-03-01,Litoral,Total,1.8,""
2014-03-01,Litoral,Residentes,1.8,""
2014-03-01,Litoral,No residentes,1.8,""
2014-03-01,Norte,Total,1.7,""
2014-03-01,Norte,Residentes,1.7,""
2014-03-01,Norte,No residentes,1.8,""
2014-03-01,Patagonia,Total,2.3,""
2014-03-01,Patagonia,Residentes,2.3,""
2014-03-01,Patagonia,No residentes,2.3,""
2014-04-01,Buenos Aires,Total,2.7,""
2014-04-01,Buenos Aires,Residentes,2.7,""
2014-04-01,Buenos Aires,No residentes,2.3,""
2014-04-01,CABA,Total,2.5,""
2014-04-01,CABA,Residentes,2.4,""
2014-04-01,CABA,No residentes,2.6,""
2014-04-01,Cuyo,Total,2.1,""
2014-04-01,Cuyo,Residentes,2.1,""
2014-04-01,Cuyo,No residentes,2.1,""
2014-04-01,Córdoba,Total,2.4,""
2014-04-01,Córdoba,Residentes,2.4,""
2014-04-01,Córdoba,No residentes,2.6,""
2014-04-01,Litoral,Total,1.8,""
2014-04-01,Litoral,Residentes,1.8,""
2014-04-01,Litoral,No residentes,1.8,""
2014-04-01,Norte,Total,1.8,""
2014-04-01,Norte,Residentes,1.8,""
2014-04-01,Norte,No residentes,1.8,""
2014-04-01,Patagonia,Total,2.4,""
2014-04-01,Patagonia,Residentes,2.3,""
2014-04-01,Patagonia,No residentes,2.5,""
2014-05-01,Buenos Aires,Total,2.3,""
2014-05-01,Buenos Aires,Residentes,2.3,""
2014-05-01,Buenos Aires,No residentes,2,""
2014-05-01,CABA,Total,2.5,""
2014-05-01,CABA,Residentes,2.4,""
2014-05-01,CABA,No residentes,2.6,""
2014-05-01,Cuyo,Total,2.1,""
2014-05-01,Cuyo,Residentes,2.1,""
2014-05-01,Cuyo,No residentes,2.1,""
2014-05-01,Córdoba,Total,2,""
2014-05-01,Córdoba,Residentes,2,""
2014-05-01,Córdoba,No residentes,2.4,""
2014-05-01,Litoral,Total,1.7,""
2014-05-01,Litoral,Residentes,1.7,""
2014-05-01,Litoral,No residentes,1.8,""
2014-05-01,Norte,Total,1.8,""
2014-05-01,Norte,Residentes,1.8,""
2014-05-01,Norte,No residentes,1.8,""
2014-05-01,Patagonia,Total,2.1,""
2014-05-01,Patagonia,Residentes,2.1,""
2014-05-01,Patagonia,No residentes,2.5,""
2014-06-01,Buenos Aires,Total,2.3,""
2014-06-01,Buenos Aires,Residentes,2.3,""
2014-06-01,Buenos Aires,No residentes,2.6,""
2014-06-01,CABA,Total,2.5,""
2014-06-01,CABA,Residentes,2.3,""
2014-06-01,CABA,No residentes,2.6,""
2014-06-01,Cuyo,Total,2.1,""
2014-06-01,Cuyo,Residentes,2.1,""
2014-06-01,Cuyo,No residentes,2.1,""
2014-06-01,Córdoba,Total,2,""
2014-06-01,Córdoba,Residentes,2,""
2014-06-01,Córdoba,No residentes,2.4,""
2014-06-01,Litoral,Total,1.6,""
2014-06-01,Litoral,Residentes,1.6,""
2014-06-01,Litoral,No residentes,1.8,""
2014-06-01,Norte,Total,1.9,""
2014-06-01,Norte,Residentes,1.9,""
2014-06-01,Norte,No residentes,1.8,""
2014-06-01,Patagonia,Total,2.5,""
2014-06-01,Patagonia,Residentes,2.4,""
2014-06-01,Patagonia,No residentes,2.9,""
2014-07-01,Buenos Aires,Total,2.8,""
2014-07-01,Buenos Aires,Residentes,2.8,""
2014-07-01,Buenos Aires,No residentes,1.9,""
2014-07-01,CABA,Total,2.6,""
2014-07-01,CABA,Residentes,2.5,""
2014-07-01,CABA,No residentes,2.7,""
2014-07-01,Cuyo,Total,2.3,""
2014-07-01,Cuyo,Residentes,2.3,""
2014-07-01,Cuyo,No residentes,2.2,""
2014-07-01,Córdoba,Total,2.6,""
2014-07-01,Córdoba,Residentes,2.6,""
2014-07-01,Córdoba,No residentes,2.4,""
2014-07-01,Litoral,Total,1.8,""
2014-07-01,Litoral,Residentes,1.8,""
2014-07-01,Litoral,No residentes,2,""
2014-07-01,Norte,Total,1.8,""
2014-07-01,Norte,Residentes,1.8,""
2014-07-01,Norte,No residentes,1.7,""
2014-07-01,Patagonia,Total,3.4,""
2014-07-01,Patagonia,Residentes,3.3,""
2014-07-01,Patagonia,No residentes,3.5,""
2014-08-01,Buenos Aires,Total,2.4,""
2014-08-01,Buenos Aires,Residentes,2.4,""
2014-08-01,Buenos Aires,No residentes,2.4,""
2014-08-01,CABA,Total,2.4,""
2014-08-01,CABA,Residentes,2.3,""
2014-08-01,CABA,No residentes,2.6,""
2014-08-01,Cuyo,Total,2.2,""
2014-08-01,Cuyo,Residentes,2.2,""
2014-08-01,Cuyo,No residentes,2.3,""
2014-08-01,Córdoba,Total,2,""
2014-08-01,Córdoba,Residentes,2,""
2014-08-01,Córdoba,No residentes,2.2,""
2014-08-01,Litoral,Total,1.8,""
2014-08-01,Litoral,Residentes,1.7,""
2014-08-01,Litoral,No residentes,2,""
2014-08-01,Norte,Total,1.8,""
2014-08-01,Norte,Residentes,1.9,""
2014-08-01,Norte,No residentes,1.6,""
2014-08-01,Patagonia,Total,3.3,""
2014-08-01,Patagonia,Residentes,3.3,""
2014-08-01,Patagonia,No residentes,3.4,""
2014-09-01,Buenos Aires,Total,2.4,""
2014-09-01,Buenos Aires,Residentes,2.4,""
2014-09-01,Buenos Aires,No residentes,3.1,""
2014-09-01,CABA,Total,2.4,""
2014-09-01,CABA,Residentes,2.3,""
2014-09-01,CABA,No residentes,2.5,""
2014-09-01,Cuyo,Total,2.1,""
2014-09-01,Cuyo,Residentes,2.1,""
2014-09-01,Cuyo,No residentes,2,""
2014-09-01,Córdoba,Total,2.1,""
2014-09-01,Córdoba,Residentes,2.1,""
2014-09-01,Córdoba,No residentes,2.1,""
2014-09-01,Litoral,Total,1.7,""
2014-09-01,Litoral,Residentes,1.7,""
2014-09-01,Litoral,No residentes,1.9,""
2014-09-01,Norte,Total,1.9,""
2014-09-01,Norte,Residentes,1.9,""
2014-09-01,Norte,No residentes,1.9,""
2014-09-01,Patagonia,Total,3.2,""
2014-09-01,Patagonia,Residentes,3.3,""
2014-09-01,Patagonia,No residentes,3.2,""
2014-10-01,Buenos Aires,Total,2.7,""
2014-10-01,Buenos Aires,Residentes,2.7,""
2014-10-01,Buenos Aires,No residentes,2.2,""
2014-10-01,CABA,Total,2.4,""
2014-10-01,CABA,Residentes,2.3,""
2014-10-01,CABA,No residentes,2.5,""
2014-10-01,Cuyo,Total,2,""
2014-10-01,Cuyo,Residentes,2,""
2014-10-01,Cuyo,No residentes,1.9,""
2014-10-01,Córdoba,Total,2.3,""
2014-10-01,Córdoba,Residentes,2.3,""
2014-10-01,Córdoba,No residentes,2.4,""
2014-10-01,Litoral,Total,1.8,""
2014-10-01,Litoral,Residentes,1.7,""
2014-10-01,Litoral,No residentes,1.9,""
2014-10-01,Norte,Total,1.8,""
2014-10-01,Norte,Residentes,1.8,""
2014-10-01,Norte,No residentes,1.7,""
2014-10-01,Patagonia,Total,2.7,""
2014-10-01,Patagonia,Residentes,2.8,""
2014-10-01,Patagonia,No residentes,2.3,""
2014-11-01,Buenos Aires,Total,2.9,""
2014-11-01,Buenos Aires,Residentes,2.9,""
2014-11-01,Buenos Aires,No residentes,2.5,""
2014-11-01,CABA,Total,2.4,""
2014-11-01,CABA,Residentes,2.3,""
2014-11-01,CABA,No residentes,2.5,""
2014-11-01,Cuyo,Total,2,""
2014-11-01,Cuyo,Residentes,2,""
2014-11-01,Cuyo,No residentes,2,""
2014-11-01,Córdoba,Total,2.3,""
2014-11-01,Córdoba,Residentes,2.3,""
2014-11-01,Córdoba,No residentes,2.4,""
2014-11-01,Litoral,Total,1.8,""
2014-11-01,Litoral,Residentes,1.7,""
2014-11-01,Litoral,No residentes,2,""
2014-11-01,Norte,Total,1.7,""
2014-11-01,Norte,Residentes,1.7,""
2014-11-01,Norte,No residentes,1.7,""
2014-11-01,Patagonia,Total,2.3,""
2014-11-01,Patagonia,Residentes,2.3,""
2014-11-01,Patagonia,No residentes,2.2,""
2014-12-01,Buenos Aires,Total,3.4,""
2014-12-01,Buenos Aires,Residentes,3.4,""
2014-12-01,Buenos Aires,No residentes,2.8,""
2014-12-01,CABA,Total,2.4,""
